Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Patrick van Aanholt\5f09991f,nl NED,DF,Crystal Palace,27,1990,35.5,1596,1973,80.9,26721,11614,813,925,87.9,610,737,82.8,146,246,59.3,2,3.5,-1.5,31,114,63,10,216,Matches
2,Sergio Agüero\4d034881,ar ARG,FW,Manchester City,30,1988,27.3,653,774,84.4,9134,1599,391,446,87.7,207,240,86.3,27,39,69.2,8,5.3,+2.7,33,37,41,0,63,Matches
3,Nathan Aké\eaeca114,nl NED,DF,Bournemouth,23,1995,37.9,1464,1689,86.7,30277,10765,452,507,89.2,780,851,91.7,222,301,73.8,0,0.7,-0.7,4,86,5,2,68,Matches
4,Marc Albrighton\b827d5b3,eng ENG,FWMF,Leicester City,28,1989,18.1,458,771,59.4,8844,3613,229,290,79,139,221,62.9,78,199,39.2,2,2.8,-0.8,29,47,30,15,80,Matches
5,Toby Alderweireld\f7d50789,be BEL,DF,Tottenham,29,1989,32.5,2077,2336,88.9,50476,15053,460,485,94.8,1097,1156,94.9,514,680,75.6,0,0.6,-0.6,7,189,26,1,123,Matches
6,Trent Alexander-Arnold\cd1acf9d,eng ENG,DF,Liverpool,19,1998,27.4,1655,2222,74.5,34936,13570,598,684,87.4,752,924,81.4,291,553,52.6,12,6.3,+5.7,48,131,59,27,191,Matches
7,Alisson\7a2e46a8,br BRA,GK,Liverpool,25,1992,38,1047,1268,82.6,30643,16858,114,116,98.3,570,578,98.6,362,572,63.3,0,0,0,0,10,1,0,0,Matches
8,Dele Alli\cea4ee8f,eng ENG,MF,Tottenham,22,1996,20.3,838,1050,79.8,13744,3258,415,486,85.4,336,396,84.8,63,103,61.2,3,2.7,+0.3,28,77,37,3,96,Matches
9,Miguel Almirón\862a1c15,py PAR,FWMF,Newcastle Utd,24,1994,8.4,188,260,72.3,3320,863,91,109,83.5,67,87,77,26,40,65,0,0.8,-0.8,12,16,14,9,19,Matches
10,Marcos Alonso\f4290206,es ESP,DF,Chelsea,27,1990,30.7,1843,2222,82.9,29006,9706,991,1083,91.5,711,848,83.8,107,214,50,4,3.5,+0.5,31,117,22,9,135,Matches
11,Daniel Amartey\1a4ef233,gh GHA,DF,Leicester City,23,1994,7.1,367,438,83.8,6907,3059,156,165,94.5,161,190,84.7,48,77,62.3,0,0.1,-0.1,3,30,0,0,29,Matches
12,Luke Amos\77128f7e,eng ENG,MF,Tottenham,21,1997,0,1,2,50,14,7,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
13,Felipe Anderson\9f1893b9,br BRA,MFFW,West Ham,25,1993,33.8,1327,1814,73.2,22567,7666,658,785,83.8,454,585,77.6,155,300,51.7,4,6.8,-2.8,62,102,89,14,188,Matches
14,Florin Andone\dc008610,ro ROU,FW,Brighton,25,1993,9.8,122,178,68.5,1605,203,67,93,72,39,55,70.9,4,9,44.4,0,0.1,-0.1,2,3,2,1,4,Matches
15,Michail Antonio\ac05f970,jm JAM,FWMF,West Ham,28,1990,23.4,507,768,66,8021,2237,295,366,80.6,153,244,62.7,42,103,40.8,4,3.5,+0.5,20,35,18,7,57,Matches
16,Stuart Armstrong\97333cf5,sct SCO,MFFW,Southampton,26,1992,15.9,500,655,76.3,8406,2140,249,308,80.8,188,217,86.6,50,76,65.8,2,1.5,+0.5,28,43,25,2,63,Matches
17,Marko Arnautović\00459419,at AUT,FW,West Ham,29,1989,22.1,494,652,75.8,7510,1324,295,365,80.8,142,185,76.8,35,50,70,4,3.8,+0.2,33,18,18,2,39,Matches
18,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,23,1994,36,996,1157,86.1,27888,15201,150,151,99.3,506,513,98.6,338,491,68.8,0,0,0,0,3,0,0,1,Matches
19,Harry Arter\2f4c5a52,ie IRL,MF,Cardiff City,28,1989,22.2,535,680,78.7,10039,2848,237,275,86.2,217,256,84.8,74,125,59.2,1,0.6,+0.4,11,56,20,3,67,Matches
20,Christian Atsu\8816329f,gh GHA,MFFW,Newcastle Utd,26,1992,16.6,330,445,74.2,5036,1122,193,220,87.7,93,140,66.4,31,53,58.5,0,1.2,-1.2,13,26,15,6,21,Matches
21,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,29,1989,30.3,520,733,70.9,7206,1884,323,414,78,146,213,68.5,26,48,54.2,5,4.2,+0.8,33,29,34,4,66,Matches
22,Serge Aurier\5c2b4f07,ci CIV,DFMF,Tottenham,25,1992,6.3,256,349,73.4,4480,1802,124,146,84.9,101,140,72.1,24,42,57.1,2,0.6,+1.4,5,10,11,7,27,Matches
23,Charlie Austin\8d228291,eng ENG,FW,Southampton,29,1989,10.9,127,209,60.8,2037,312,63,96,65.6,40,66,60.6,15,29,51.7,2,0.4,+1.6,8,3,3,0,7,Matches
24,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,26,1991,13.1,202,274,73.7,2783,507,119,137,86.9,57,80,71.3,12,23,52.2,2,0.9,+1.1,12,12,5,0,17,Matches
25,Floyd Ayité\fd5888a0,tg TOG,FWMF,Fulham,29,1988,5.3,160,207,77.3,2502,728,88,105,83.8,53,67,79.1,13,21,61.9,0,0.3,-0.3,8,12,8,1,20,Matches
26,César Azpilicueta\53cad200,es ESP,DF,Chelsea,28,1989,37.8,2475,2894,85.5,40394,14165,1239,1358,91.2,1030,1174,87.7,169,262,64.5,5,2.5,+2.5,26,161,46,20,155,Matches
27,Ryan Babel\6438d426,nl NED,FW,Fulham,31,1986,13.9,410,515,79.6,6440,1687,232,262,88.5,131,155,84.5,33,64,51.6,3,2.3,+0.7,23,27,10,3,29,Matches
28,Juninho Bacuna\aaf1bf05,cw CUW,MFDF,Huddersfield,20,1997,15.7,558,761,73.3,11236,3799,228,274,83.2,230,277,83,94,180,52.2,0,1.6,-1.6,18,85,12,1,81,Matches
29,Leandro Bacuna\9dc69d38,cw CUW,MFDF,Cardiff City,26,1991,6.2,114,168,67.9,2153,858,57,71,80.3,38,55,69.1,18,37,48.6,0,0,0,1,11,5,2,15,Matches
30,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,24,1994,7.1,263,300,87.7,5444,1571,82,87,94.3,137,146,93.8,42,61,68.9,0,0,0,0,8,0,0,8,Matches
31,Leighton Baines\b18095b6,eng ENG,DF,Everton,33,1984,4.2,207,259,79.9,3548,1510,99,112,88.4,90,106,84.9,16,34,47.1,0,0.1,-0.1,4,15,1,1,20,Matches
32,Fabián Balbuena\3626f7d9,py PAR,DF,West Ham,26,1991,22.4,659,817,80.7,13975,5556,195,222,87.8,332,381,87.1,122,196,62.2,0,0.1,-0.1,3,26,0,0,39,Matches
33,Leon Balogun\78e68b4d,ng NGA,DF,Brighton,30,1988,6.6,176,224,78.6,4043,870,33,39,84.6,93,108,86.1,43,65,66.2,0,0,0,0,2,0,0,5,Matches
34,Sol Bamba\5534217d,ci CIV,DF,Cardiff City,33,1985,27.5,394,552,71.4,8877,3282,101,144,70.1,204,246,82.9,86,148,58.1,1,0.4,+0.6,4,42,2,0,37,Matches
35,Phil Bardsley\1ae30132,sct SCO,DF,Burnley,33,1985,18.6,524,764,68.6,10178,4847,217,250,86.8,225,302,74.5,76,196,38.8,0,0.8,-0.8,7,66,19,8,54,Matches
36,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,24,1993,13.8,881,967,91.1,15635,2659,421,447,94.2,335,368,91,108,119,90.8,5,2,+3.0,20,61,20,2,66,Matches
37,Ashley Barnes\2691c772,eng ENG,FW,Burnley,28,1989,26.5,342,548,62.4,4930,1042,205,278,73.7,94,163,57.7,22,58,37.9,2,3.5,-1.5,20,23,14,2,39,Matches
38,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,20,1997,11.2,256,342,74.9,3559,951,166,201,82.6,72,95,75.8,11,20,55,2,1.4,+0.6,16,15,13,4,30,Matches
39,Antonio Barreca\6a189491,it ITA,DF,Newcastle Utd,23,1995,0.1,1,3,33.3,16,16,0,0,,1,1,100,0,1,0,0,0,0,0,0,0,0,1,Matches
40,Michy Batshuayi\2973d8ff,be BEL,FW,Crystal Palace,24,1993,8.3,111,162,68.5,1614,301,68,87,78.2,27,41,65.9,11,19,57.9,0,0.1,-0.1,1,5,2,0,7,Matches
41,Jan Bednarek\4115ce4e,pl POL,DF,Southampton,22,1996,23.9,591,830,71.2,12012,5531,198,240,82.5,294,379,77.6,89,192,46.4,1,0.4,+0.6,7,53,3,0,62,Matches
42,Asmir Begović\7b4de647,ba BIH,GK,Bournemouth,31,1987,24,445,657,67.7,15150,10076,44,44,100,217,220,98.6,184,393,46.8,0,0,0,0,3,0,0,0,Matches
43,Héctor Bellerín\f874dd44,es ESP,DF,Arsenal,23,1995,17,784,934,83.9,13249,4319,378,413,91.5,342,402,85.1,54,87,62.1,5,2,+3.0,8,46,25,6,85,Matches
44,Joe Bennett\dc936144,eng ENG,DF,Cardiff City,28,1990,29.3,637,930,68.5,11650,6069,287,340,84.4,263,371,70.9,77,178,43.3,1,1.1,-0.1,13,76,14,9,74,Matches
45,Ryan Bennett\0bad4516,eng ENG,DF,Wolves,28,1990,34,1087,1355,80.2,22784,7102,341,378,90.2,543,612,88.7,187,339,55.2,0,0.5,-0.5,5,97,1,0,74,Matches
46,Christian Benteke\ab070c55,be BEL,FW,Crystal Palace,27,1990,9,135,233,57.9,2052,402,79,127,62.2,35,69,50.7,12,18,66.7,1,1.2,-0.2,7,8,4,0,15,Matches
47,Jóhann Berg Guðmundsson\f72293fc,is ISL,MFFW,Burnley,27,1990,19.5,404,612,66,7487,2658,195,243,80.2,137,186,73.7,65,156,41.7,6,3.7,+2.3,37,23,23,15,43,Matches
48,Bernard\ab4b3e35,br BRA,FWMF,Everton,25,1992,23.5,627,858,73.1,10388,3195,320,378,84.7,241,319,75.5,55,112,49.1,3,3.3,-0.3,40,43,34,9,81,Matches
49,Bernardo\17370b95,br BRA,DF,Brighton,23,1995,19.5,741,1019,72.7,12902,5448,339,392,86.5,323,434,74.4,62,146,42.5,1,0.9,+0.1,10,53,11,3,84,Matches
50,Ryan Bertrand\01226327,eng ENG,DF,Southampton,28,1989,24,798,1092,73.1,13151,6106,440,504,87.3,279,378,73.8,65,163,39.9,0,1.9,-1.9,24,74,26,13,82,Matches
51,Marcus Bettinelli\0d85a4e8,eng ENG,GK,Fulham,26,1992,7,162,245,66.1,6092,4602,18,18,100,67,67,100,77,160,48.1,0,0,0,0,4,0,0,0,Matches
52,Philip Billing\d328a254,dk DEN,MF,Huddersfield,22,1996,24.3,916,1250,73.3,18659,5352,353,427,82.7,394,492,80.1,157,291,54,0,1.1,-1.1,17,77,24,10,88,Matches
53,Yves Bissouma\6c203af0,ml MLI,MF,Brighton,21,1996,19.7,599,734,81.6,10395,2240,281,324,86.7,230,271,84.9,68,101,67.3,0,1.1,-1.1,14,55,7,1,48,Matches
54,Willy Boly\a4ac4b8f,ci CIV,DF,Wolves,27,1991,35.2,1400,1689,82.9,27387,10993,529,579,91.4,665,748,88.9,189,325,58.2,0,0.9,-0.9,10,122,5,0,120,Matches
55,Léo Bonatini\da23d58d,br BRA,FW,Wolves,24,1994,1.5,45,59,76.3,754,142,28,31,90.3,9,14,64.3,7,9,77.8,1,0.2,+0.8,2,3,2,1,3,Matches
56,Gaëtan Bong\cfd5e123,cm CMR,DF,Brighton,30,1988,20.1,602,887,67.9,10902,5553,252,287,87.8,273,389,70.2,69,177,39,0,0.6,-0.6,8,49,17,8,62,Matches
57,Artur Boruc\34ccf6fa,pl POL,GK,Bournemouth,38,1980,12,225,350,64.3,7768,5404,22,22,100,98,99,99,105,229,45.9,0,0,0,0,4,0,0,0,Matches
58,Robbie Brady\96bb8cc2,ie IRL,MFFW,Burnley,26,1992,8,160,285,56.1,3018,1117,75,97,77.3,56,90,62.2,24,80,30,1,1.2,-0.2,13,16,10,5,20,Matches
59,Miguel Britos\356a9a62,uy URU,DF,Watford,33,1985,2.1,48,56,85.7,1051,428,17,18,94.4,21,25,84,9,12,75,0,0,0,0,3,0,0,5,Matches
60,David Brooks\dc4cae05,wls WAL,MFFW,Bournemouth,21,1997,25.1,655,889,73.7,10572,3410,352,435,80.9,228,292,78.1,52,98,53.1,5,4,+1.0,29,52,38,4,95,Matches
61,Bruno\78803d03,es ESP,DF,Brighton,37,1980,12.6,503,638,78.8,9970,4598,187,204,91.7,236,281,84,76,139,54.7,1,0.3,+0.7,6,32,9,4,45,Matches
62,Joe Bryan\af69e7f0,eng ENG,DF,Fulham,24,1993,26.1,917,1281,71.6,16266,7558,419,486,86.2,395,509,77.6,91,238,38.2,1,2.1,-1.1,22,79,24,14,106,Matches
63,David Button\e608ed4c,eng ENG,GK,Brighton,29,1989,4,44,106,41.5,2070,1642,2,2,100,11,11,100,31,93,33.3,0,0,0,0,1,0,0,0,Matches
64,Willy Caballero\a179d516,ar ARG,GK,Chelsea,36,1981,2,51,63,81,1505,839,11,11,100,22,22,100,18,30,60,0,0,0,0,0,0,0,0,Matches
65,Gary Cahill\7914b9fe,eng ENG,DF,Chelsea,32,1985,0.3,17,18,94.4,317,174,7,7,100,10,11,90.9,0,0,,0,0,0,0,0,0,0,6,Matches
66,Tom Cairney\a8748947,sct SCO,MFFW,Fulham,27,1991,24.4,1260,1419,88.8,21698,4028,617,659,93.6,490,541,90.6,133,183,72.7,1,3.3,-2.3,37,108,31,2,112,Matches
67,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,21,1997,19.8,279,444,62.8,4031,716,175,249,70.3,72,127,56.7,19,34,55.9,2,1.2,+0.8,10,23,7,1,20,Matches
68,Rafael Camacho\91b43c98,pt POR,DF,Liverpool,18,2000,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
69,Víctor Camarasa\b2d03887,es ESP,MF,Cardiff City,24,1994,28.5,707,1003,70.5,13326,3549,342,413,82.8,231,297,77.8,124,244,50.8,4,3.3,+0.7,46,62,24,9,64,Matches
70,Étienne Capoue\5acc4a10,fr FRA,MF,Watford,30,1988,32.7,1484,1760,84.3,29320,8051,609,681,89.4,614,720,85.3,236,321,73.5,3,0.9,+2.1,9,155,18,0,156,Matches
71,Andy Carroll\b581987a,eng ENG,FW,West Ham,29,1989,5.1,85,126,67.5,1386,260,48,63,76.2,23,37,62.2,11,19,57.9,0,0.2,-0.2,4,5,1,0,6,Matches
72,Jonny Castro\e28868f3,es ESP,DFMF,Wolves,24,1994,30.8,1125,1396,80.6,16972,5546,673,748,90,368,449,82,65,132,49.2,1,1.7,-0.7,25,37,22,6,58,Matches
73,Craig Cathcart\89e4b358,nir NIR,DF,Watford,29,1989,34.4,1057,1264,83.6,23185,7885,323,356,90.7,489,531,92.1,234,354,66.1,0,0.4,-0.4,1,58,3,1,57,Matches
74,Ivan Cavaleiro\979b811d,pt POR,FW,Wolves,24,1993,7.7,251,353,71.1,3940,954,148,173,85.5,65,98,66.3,29,58,50,1,1.4,-0.4,18,13,13,8,17,Matches
75,Petr Čech\71672fa0,cz CZE,GK,Arsenal,36,1982,6.5,190,267,71.2,5792,3193,17,20,85,102,103,99,71,144,49.3,0,0,0,0,0,0,0,0,Matches
76,Nathaniel Chalobah\422862ea,eng ENG,MFFW,Watford,23,1994,3,92,121,76,1706,562,41,50,82,39,49,79.6,12,19,63.2,0,0,0,0,8,1,0,11,Matches
77,Calum Chambers\dc6f5bdd,eng ENG,MFDF,Fulham,23,1995,28.8,1189,1509,78.8,22643,6666,488,563,86.7,520,615,84.6,159,287,55.4,0,0.7,-0.7,15,119,17,0,118,Matches
78,Ben Chilwell\d2424d1b,eng ENG,DF,Leicester City,21,1996,36,1581,2234,70.8,26074,9694,789,924,85.4,663,912,72.7,104,315,33,4,2.8,+1.2,39,101,37,16,143,Matches
79,Tahith Chong\2696b6a9,nl NED,FW,Manchester Utd,18,1999,0.4,13,15,86.7,231,59,7,7,100,4,5,80,2,2,100,0,0,0,0,1,1,0,2,Matches
80,Hamza Choudhury\7d2d3329,eng ENG,MF,Leicester City,20,1997,6.6,207,238,87,3891,710,84,97,86.6,85,89,95.5,35,43,81.4,0,0.4,-0.4,4,18,3,1,16,Matches
81,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,22,1996,6.9,416,446,93.3,8083,2567,132,138,95.7,227,243,93.4,51,55,92.7,0,0,0,0,22,0,0,32,Matches
82,Cyrus Christie\7eb67dad,ie IRL,DF,Fulham,25,1992,21.6,878,1190,73.8,14928,5443,414,472,87.7,390,508,76.8,65,171,38,1,1.3,-0.3,21,32,22,11,73,Matches
83,Ibrahima Cissé\be4fede9,gn GUI,MF,Fulham,24,1994,1,30,33,90.9,453,189,20,21,95.2,8,10,80,2,2,100,0,0,0,0,1,0,0,2,Matches
84,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,28,1989,9.5,224,289,77.5,4415,1715,78,90,86.7,114,129,88.4,30,63,47.6,0,0.4,-0.4,3,14,1,0,21,Matches
85,Tom Cleverley\6cdd8245,eng ENG,MFFW,Watford,28,1989,5.3,176,224,78.6,3096,839,81,95,85.3,68,82,82.9,23,35,65.7,0,0,0,0,17,4,0,15,Matches
86,Nathaniel Clyne\0442183b,eng ENG,DF,Liverpool,27,1991,1.2,68,84,81,960,412,39,43,90.7,22,28,78.6,3,8,37.5,0,0,0,0,2,1,0,4,Matches
87,Nathaniel Clyne\0442183b,eng ENG,DF,Bournemouth,27,1991,12.7,451,587,76.8,7496,3221,222,251,88.4,193,244,79.1,32,65,49.2,1,0.1,+0.9,4,19,10,3,44,Matches
88,Conor Coady\2928dca2,eng ENG,DF,Wolves,25,1993,38,1417,1675,84.6,39546,12719,215,229,93.9,657,706,93.1,539,730,73.8,0,0,0,0,125,5,0,62,Matches
89,Joel Coleman\b73e459a,eng ENG,GK,Huddersfield,22,1995,1,12,37,32.4,517,326,1,1,100,3,3,100,8,32,25,0,0,0,0,1,0,0,0,Matches
90,Séamus Coleman\0420d84f,ie IRL,DF,Everton,29,1988,28.4,1212,1575,77,20617,8744,617,703,87.8,475,598,79.4,110,223,49.3,2,2.2,-0.2,21,90,22,11,114,Matches
91,Lewis Cook\2afc7272,eng ENG,MF,Bournemouth,21,1997,8,331,404,81.9,6854,1651,105,122,86.1,164,189,86.8,58,80,72.5,0,0.1,-0.1,2,29,7,1,37,Matches
92,Steve Cook\3e5e4e63,eng ENG,DF,Bournemouth,27,1991,31,1207,1543,78.2,28951,10589,262,301,87,653,760,85.9,287,463,62,1,1.1,-0.1,13,91,5,1,88,Matches
93,Jack Cork\74e12f1e,eng ENG,MF,Burnley,29,1989,36.8,1092,1361,80.2,19856,4189,493,571,86.3,424,504,84.1,147,231,63.6,2,1.4,+0.6,17,100,18,3,88,Matches
94,Hélder Costa\f13d02a6,ao ANG,FWMF,Wolves,24,1994,14.9,379,501,75.6,5735,1159,211,255,82.7,133,167,79.6,25,49,51,2,1.6,+0.4,17,15,19,3,34,Matches
95,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,28,1989,17.7,842,1070,78.7,13627,5572,453,501,90.4,307,371,82.7,64,140,45.7,1,0.9,+0.1,16,55,15,5,65,Matches
96,Peter Crouch\73d9bdc7,eng ENG,FW,Burnley,37,1981,1,11,25,44,140,49,7,17,41.2,4,7,57.1,0,0,,0,0,0,0,1,1,0,2,Matches
97,Greg Cunningham\dc10b26c,ie IRL,DF,Cardiff City,27,1991,7,159,222,71.6,2834,1354,77,92,83.7,59,80,73.8,20,44,45.5,0,0.2,-0.2,5,15,5,4,12,Matches
98,Diogo Dalot\d9565625,pt POR,DFMF,Manchester Utd,19,1999,11.3,394,551,71.5,7179,2601,179,216,82.9,164,224,73.2,47,87,54,2,2,0,17,23,14,6,41,Matches
99,Matty Daly\03e48abb,eng ENG,MF,Huddersfield,17,2001,0.8,7,13,53.8,72,14,5,6,83.3,1,5,20,0,0,,0,0,0,0,1,0,0,0,Matches
100,Loïc Damour\074d8166,fr FRA,MF,Cardiff City,27,1991,0.3,8,11,72.7,233,25,3,4,75,2,3,66.7,3,4,75,0,0,0,0,1,0,0,0,Matches
101,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,31,1986,17.6,781,1007,77.6,13939,5849,371,423,87.7,307,372,82.5,87,174,50,0,0.6,-0.6,9,59,21,5,75,Matches
102,Danilo\94b2001f,br BRA,DF,Manchester City,27,1991,9,764,867,88.1,13878,3051,328,348,94.3,367,407,90.2,67,98,68.4,0,0.3,-0.3,5,72,10,1,56,Matches
103,Scott Dann\52105203,eng ENG,DF,Crystal Palace,31,1987,7.4,190,243,78.2,3784,1692,61,64,95.3,99,115,86.1,29,58,50,1,0,+1.0,0,10,0,0,15,Matches
104,Matteo Darmian\96e0490d,it ITA,DF,Manchester Utd,28,1989,4.9,180,210,85.7,3017,1313,94,94,100,65,75,86.7,18,33,54.5,0,0.1,-0.1,2,11,1,1,12,Matches
105,Ben Davies\44781702,wls WAL,DF,Tottenham,25,1993,20.5,1071,1306,82,18504,7313,486,542,89.7,483,562,85.9,91,164,55.5,0,2,-2,16,83,19,8,110,Matches
106,Tom Davies\9228b07c,eng ENG,MF,Everton,20,1998,10.9,413,522,79.1,7755,1679,173,198,87.4,173,206,84,59,95,62.1,0,0.5,-0.5,5,49,7,0,41,Matches
107,Steven Davis\cf15bbb1,nir NIR,MF,Southampton,33,1985,1.1,63,69,91.3,1335,427,26,29,89.7,24,26,92.3,13,14,92.9,1,0.7,+0.3,3,5,2,0,7,Matches
108,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,27,1991,10.8,626,820,76.3,12527,3409,245,281,87.2,265,330,80.3,103,175,58.9,2,3.4,-1.4,33,65,44,8,86,Matches
109,Troy Deeney\82e34b69,eng ENG,FW,Watford,30,1988,28.3,527,837,63,7622,2720,324,450,72,149,251,59.4,31,80,38.8,5,4.8,+0.2,40,62,45,3,104,Matches
110,Jermain Defoe\f1e8372d,eng ENG,FW,Bournemouth,35,1982,0.3,2,4,50,42,0,0,1,0,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,Matches
111,Steven Defour\73489527,be BEL,MF,Burnley,30,1988,5,199,249,79.9,4090,1106,69,78,88.5,91,102,89.2,36,62,58.1,0,0.1,-0.1,3,18,4,0,19,Matches
112,Fabian Delph\111c3236,eng ENG,DF,Manchester City,28,1989,8.1,687,750,91.6,11940,3046,344,354,97.2,273,295,92.5,66,87,75.9,1,0.3,+0.7,3,71,14,1,48,Matches
113,Mousa Dembélé\f7ee69fb,be BEL,MF,Tottenham,31,1987,5.7,280,308,90.9,4787,918,131,144,91,122,131,93.1,23,25,92,0,0,0,0,17,1,0,18,Matches
114,Leander Dendoncker\5a7301ae,be BEL,MF,Wolves,23,1995,16.3,502,622,80.7,8257,1815,258,300,86,187,225,83.1,45,64,70.3,0,1.2,-1.2,7,29,7,1,35,Matches
115,Laurent Depoitre\aa5859cb,be BEL,FW,Huddersfield,29,1988,11.9,168,267,62.9,2189,406,102,146,69.9,46,82,56.1,6,9,66.7,1,0.9,+0.1,10,9,5,0,15,Matches
116,Gerard Deulofeu\39583cfd,es ESP,FW,Watford,24,1994,23,581,793,73.3,9189,2307,329,402,81.8,183,251,72.9,54,92,58.7,5,5.3,-0.3,31,37,42,5,73,Matches
117,Fousseni Diabaté\d07e3b41,ml MLI,FW,Leicester City,22,1995,0.6,10,18,55.6,161,38,5,9,55.6,4,6,66.7,1,1,100,0,0.1,-0.1,1,0,1,1,0,Matches
118,Adama Diakhaby\65585e3a,fr FRA,FWMF,Huddersfield,22,1996,6.1,120,168,71.4,1845,333,68,87,78.2,46,57,80.7,6,15,40,0,0.4,-0.4,5,4,3,0,10,Matches
119,Mohamed Diamé\b7d082af,sn SEN,MF,Newcastle Utd,31,1987,24.1,556,717,77.5,9988,2290,257,291,88.3,212,255,83.1,73,135,54.1,0,0.1,-0.1,2,47,8,1,43,Matches
120,Grady Diangana\f522d7ec,eng ENG,FWMF,West Ham,20,1998,6.8,199,265,75.1,2899,762,127,154,82.5,55,73,75.3,12,25,48,1,1.1,-0.1,11,17,7,1,20,Matches
121,Eric Dier\ac861941,eng ENG,MF,Tottenham,24,1994,16.7,898,1056,85,17285,4574,350,390,89.7,417,465,89.7,118,172,68.6,0,0.7,-0.7,7,80,11,3,73,Matches
122,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,25,1993,32.9,1466,2051,71.5,26691,12037,678,795,85.3,582,770,75.6,183,406,45.1,4,6.3,-2.3,70,103,51,32,155,Matches
123,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,27,1991,37.6,2715,3001,90.5,62071,17402,673,722,93.2,1453,1541,94.3,579,712,81.3,2,1.1,+0.9,6,179,5,0,144,Matches
124,Issa Diop\a712ca2b,fr FRA,DF,West Ham,21,1997,33,982,1134,86.6,20012,6746,332,373,89,487,537,90.7,151,197,76.6,0,0.1,-0.1,2,40,0,0,58,Matches
125,Matt Doherty\d557d734,ie IRL,DFMF,Wolves,26,1992,34.9,1328,1815,73.2,22810,10286,640,755,84.8,548,739,74.2,114,241,47.3,5,3.9,+1.1,37,70,33,11,155,Matches
126,Abdoulaye Doucouré\02b29014,fr FRA,MF,Watford,25,1993,34,1643,1967,83.5,28444,6865,759,870,87.2,661,764,86.5,185,248,74.6,6,3.7,+2.3,36,131,34,3,155,Matches
127,Luke Dreher\d1c509d9,eng ENG,MF,Crystal Palace,19,1998,0,3,3,100,28,0,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
128,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,29,1989,38,699,1176,59.4,26874,18603,69,71,97.2,265,267,99.3,364,835,43.6,0,0,0,0,18,0,0,0,Matches
129,Shane Duffy\7314bba4,ie IRL,DF,Brighton,26,1992,34.3,981,1252,78.4,23964,7652,210,261,80.5,486,555,87.6,261,400,65.3,1,0.6,+0.4,7,42,3,2,29,Matches
130,Demeaco Duhaney\5ef608f7,eng ENG,DF,Huddersfield,19,1998,0.5,20,28,71.4,343,187,11,12,91.7,6,10,60,3,5,60,0,0,0,0,3,1,0,3,Matches
131,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,26,1991,22.1,629,855,73.6,12689,6619,232,258,89.9,294,381,77.2,96,197,48.7,0,0.4,-0.4,4,69,14,3,69,Matches
132,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,26,1991,35,1236,1483,83.3,30196,8629,300,334,89.8,581,624,93.1,339,492,68.9,1,0.6,+0.4,10,74,2,0,40,Matches
133,Erik Durm\cf623c78,de GER,DF,Huddersfield,26,1992,22.8,745,1062,70.2,12961,4998,363,431,84.2,296,410,72.2,81,183,44.3,1,0.7,+0.3,12,51,18,10,69,Matches
134,Bruno Ecuele Manga\72a0fb65,ga GAB,DF,Cardiff City,30,1988,37.5,702,1090,64.4,15080,7183,260,322,80.7,285,433,65.8,150,308,48.7,1,0.3,+0.7,5,75,8,2,86,Matches
135,Ederson\3bb7b8b4,br BRA,GK,Manchester City,24,1993,38,942,1099,85.7,25271,15250,172,172,100,511,514,99.4,258,410,62.9,1,0.3,+0.7,3,10,0,0,3,Matches
136,Harvey Elliott\c8387671,eng ENG,MF,Fulham,15,2003,0.2,10,12,83.3,176,35,5,6,83.3,4,4,100,1,2,50,0,0,0,0,0,1,0,1,Matches
137,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,26,1992,4.2,258,289,89.3,5070,1244,96,107,89.7,123,134,91.8,37,43,86,0,0.2,-0.2,4,18,4,0,28,Matches
