Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
136,Akin Famewo\9d9a71c1,eng ENG,MF,Norwich City,20,1998,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
137,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,28,1991,24.9,998,1292,77.2,16236,6764,535,612,87.4,357,460,77.6,84,171,49.1,0,1.5,-1.5,19,55,28,16,77,Matches
138,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,24,1994,13.2,608,853,71.3,11698,3233,285,339,84.1,220,284,77.5,97,192,50.5,7,2.5,+4.5,34,72,23,2,80,Matches
139,Gedson Fernandes\e2dde94c,pt POR,MFDF,Tottenham,20,1999,0.8,40,51,78.4,576,169,22,25,88,14,19,73.7,1,2,50,0,0.2,-0.2,2,1,3,1,5,Matches
140,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,30,1989,29.1,907,1184,76.6,20097,8025,274,313,87.5,428,510,83.9,192,324,59.3,2,0.3,+1.7,3,42,7,4,32,Matches
141,Fernandinho\101da2b5,br BRA,DF,Manchester City,34,1985,26.6,1985,2190,90.6,44219,14223,523,567,92.2,1078,1141,94.5,372,454,81.9,1,0.5,+0.5,7,226,11,1,165,Matches
142,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,27,1991,33.2,931,1171,79.5,14337,3589,505,603,83.7,320,386,82.9,64,81,79,8,6.3,+1.7,49,69,35,0,103,Matches
143,John Fleck\b63e789d,sct SCO,MF,Sheffield Utd,27,1991,28,854,1164,73.4,15206,4966,403,469,85.9,305,370,82.4,115,246,46.7,2,3.3,-1.3,38,91,32,7,96,Matches
144,Phil Foden\ed1e53f3,eng ENG,FWMF,Manchester City,19,2000,10,431,508,84.8,6922,1357,257,282,91.1,127,147,86.4,37,56,66.1,2,2,0,18,28,13,2,32,Matches
145,Pablo Fornals\82927de4,es ESP,MFFW,West Ham,23,1996,24.1,680,897,75.8,10965,3025,377,427,88.3,205,272,75.4,70,124,56.5,5,2.2,+2.8,18,49,27,6,65,Matches
146,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,36,1983,38,533,1201,44.4,24826,20193,30,30,100,123,128,96.1,379,1042,36.4,0,0,0,0,30,2,0,0,Matches
147,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Manchester Utd,21,1998,1.5,62,73,84.9,1076,303,28,31,90.3,26,31,83.9,6,7,85.7,0,0.1,-0.1,2,2,0,0,5,Matches
148,Dimitri Foulquier\45e17712,fr FRA,DFMF,Watford,26,1993,0.7,10,13,76.9,172,63,3,3,100,6,7,85.7,0,1,0,0,0,0,1,1,0,0,2,Matches
149,Juan Foyth\6c7762c3,ar ARG,DF,Tottenham,21,1998,0.8,53,60,88.3,1027,341,21,23,91.3,26,27,96.3,6,10,60,0,0,0,1,3,0,0,4,Matches
150,Simon Francis\1e0b6a73,eng ENG,DF,Bournemouth,34,1985,10.8,425,544,78.1,8941,3412,142,165,86.1,213,244,87.3,69,127,54.3,0,0.3,-0.3,4,26,5,4,27,Matches
151,Ryan Fraser\d56543a0,sct SCO,MFFW,Bournemouth,25,1994,23,648,950,68.2,11075,4288,320,377,84.9,244,336,72.6,69,184,37.5,4,4.1,-0.1,43,55,41,7,107,Matches
152,Fred\b853e0ad,br BRA,MF,Manchester Utd,26,1993,24,1463,1714,85.4,29437,7269,558,616,90.6,629,689,91.3,253,353,71.7,0,2.5,-2.5,37,155,15,3,131,Matches
153,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,26,1992,24.9,795,1096,72.5,12820,5415,414,480,86.3,295,407,72.5,63,141,44.7,3,2.6,+0.4,25,44,25,15,57,Matches
154,Kieron Freeman\c13c24c8,wls WAL,FW,Sheffield Utd,27,1992,0.1,2,2,100,28,6,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
155,Luke Freeman\636b64cd,eng ENG,MF,Sheffield Utd,27,1992,4.1,110,150,73.3,1582,484,75,88,85.2,21,29,72.4,10,19,52.6,0,0.3,-0.3,3,8,4,3,8,Matches
156,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,33,1986,8.6,510,630,81,9904,3727,200,222,90.1,233,256,91,71,135,52.6,0,0.1,-0.1,2,41,5,1,35,Matches
157,Eric García\2bed3eab,es ESP,DF,Manchester City,18,2001,8.8,672,705,95.3,13839,3727,207,217,95.4,367,378,97.1,92,99,92.9,0,0.1,-0.1,2,42,1,1,40,Matches
158,James Garner\4e015693,eng ENG,MF,Manchester Utd,18,2001,0.1,15,15,100,253,44,9,9,100,5,5,100,1,1,100,0,0,0,0,1,0,0,1,Matches
159,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,28,1990,9.4,110,150,73.3,1683,222,64,80,80,28,43,65.1,10,15,66.7,2,0.8,+1.2,5,6,1,1,7,Matches
160,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,27,1992,17.9,319,516,61.8,9681,6260,72,73,98.6,138,139,99.3,109,304,35.9,0,0.4,-0.4,1,6,0,0,0,Matches
161,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,23,1995,1.5,50,67,74.6,778,184,28,32,87.5,18,21,85.7,3,10,30,0,0,0,0,5,0,0,4,Matches
162,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,28,1990,38,726,934,77.7,18869,11023,190,190,100,342,347,98.6,194,393,49.4,0,0,0,0,6,0,0,0,Matches
163,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,24,1995,22.8,402,615,65.4,6817,1953,220,271,81.2,115,181,63.5,52,107,48.6,4,2.8,+1.2,32,15,22,15,43,Matches
164,Morgan Gibbs-White\32f60ed8,eng ENG,MFFW,Wolves,19,2000,1.4,66,82,80.5,1160,292,27,31,87.1,33,38,86.8,6,12,50,0,0.1,-0.1,3,5,3,1,7,Matches
165,Billy Gilmour\df10e27c,sct SCO,MF,Chelsea,18,2001,2.2,151,169,89.3,2892,604,66,75,88,58,64,90.6,22,25,88,0,0.1,-0.1,4,6,0,0,8,Matches
166,Olivier Giroud\16ceb862,fr FRA,FW,Chelsea,32,1986,11,207,306,67.6,2517,295,145,199,72.9,43,67,64.2,6,11,54.5,0,1.2,-1.2,7,8,4,0,6,Matches
167,Ben Godfrey\9f7c837d,eng ENG,DF,Norwich City,21,1998,29.4,1413,1606,88,30192,8598,452,487,92.8,717,760,94.3,234,331,70.7,0,0.1,-0.1,3,76,2,0,61,Matches
168,André Gomes\1961b2aa,pt POR,MF,Everton,26,1993,16.2,719,859,83.7,16373,4192,213,241,88.4,347,384,90.4,152,214,71,1,0.9,+0.1,12,90,11,3,76,Matches
169,Angel Gomes\645a3363,eng ENG,MF,Manchester Utd,18,2000,0.2,11,13,84.6,235,83,3,4,75,4,5,80,3,3,100,0,0.1,-0.1,2,1,2,0,3,Matches
170,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,22,1997,22.3,1743,1960,88.9,39368,10458,412,460,89.6,965,1021,94.5,352,455,77.4,0,0.2,-0.2,5,130,11,2,92,Matches
171,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,18,2001,4.9,96,124,77.4,1724,454,45,53,84.9,41,50,82,10,18,55.6,1,0.4,+0.6,6,6,1,0,6,Matches
172,Dan Gosling\7fec31a0,eng ENG,MF,Bournemouth,29,1990,14,405,510,79.4,6653,1624,196,229,85.6,161,187,86.1,34,57,59.6,1,1,0,10,33,7,2,40,Matches
173,Andre Gray\c24dba2a,jm JAM,FW,Watford,28,1991,8.4,102,155,65.8,1523,340,59,84,70.2,29,38,76.3,8,14,57.1,0,1.4,-1.4,8,7,6,1,9,Matches
174,Demarai Gray\4468ec10,eng ENG,MFFW,Leicester City,23,1996,6.9,271,327,82.9,4329,850,150,156,96.2,87,107,81.3,28,41,68.3,3,1.7,+1.3,15,12,13,4,22,Matches
175,Jack Grealish\b0b4fd3e,eng ENG,FWMF,Aston Villa,23,1995,35.9,1217,1538,79.1,23156,6423,496,566,87.6,522,602,86.7,167,285,58.6,6,7,-1,92,94,79,6,176,Matches
176,Mason Greenwood\58eee997,eng ENG,FW,Manchester Utd,17,2001,14.7,416,488,85.2,6404,1161,232,262,88.5,143,159,89.9,27,41,65.9,1,0.7,+0.3,13,21,9,1,27,Matches
177,Arnaut Groeneveld\f08490a6,nl NED,MF,Bournemouth,22,1997,7,181,227,79.7,3152,765,80,96,83.3,74,86,86,22,29,75.9,0,0.2,-0.2,5,10,5,1,20,Matches
178,Pascal Groß\8aec0537,de GER,FWMF,Brighton,28,1991,20,762,1028,74.1,14866,4613,337,384,87.8,289,344,84,126,255,49.4,4,5.2,-1.2,62,56,38,11,94,Matches
179,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,32,1987,35,591,1053,56.1,21587,15300,86,86,100,219,226,96.9,281,735,38.2,0,0,0,0,14,0,0,0,Matches
180,Mattéo Guendouzi\5ea8ef20,fr FRA,MF,Arsenal,20,1999,19.4,1018,1144,89,20105,5471,389,421,92.4,454,489,92.8,160,193,82.9,1,1.2,-0.2,13,132,19,1,125,Matches
181,Frederic Guilbert\5d8d7454,fr FRA,DF,Aston Villa,24,1994,22.7,687,1026,67,13282,5552,278,345,80.6,304,414,73.4,98,220,44.5,2,1.5,+0.5,14,67,24,15,76,Matches
182,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,28,1990,22.4,1779,1956,91,33411,6507,781,841,92.9,729,772,94.4,247,297,83.2,1,2.7,-1.7,34,169,33,1,150,Matches
183,Angus Gunn\e082af5b,eng ENG,GK,Southampton,23,1996,10,111,256,43.4,4106,2945,21,21,100,35,35,100,55,200,27.5,0,0,0,0,6,1,0,0,Matches
184,Sébastien Haller\ba115a40,ci CIV,FW,West Ham,25,1994,25.2,522,766,68.1,7370,1480,312,436,71.6,151,222,68,33,49,67.3,1,1.9,-0.9,24,48,14,2,45,Matches
185,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,27,1991,14,538,639,84.2,11537,3189,157,167,94,257,285,90.2,117,175,66.9,0,0,0,1,19,0,0,13,Matches
186,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,24,1995,17.2,591,789,74.9,12375,4892,206,243,84.8,269,323,83.3,108,199,54.3,0,0.2,-0.2,1,42,1,0,40,Matches
187,Isaac Hayden\c951a6df,eng ENG,MF,Newcastle Utd,24,1995,24.7,630,833,75.6,10888,2509,300,358,83.8,257,327,78.6,64,102,62.7,2,1.6,+0.4,15,40,13,7,48,Matches
188,Tom Heaton\a6de6361,eng ENG,GK,Aston Villa,33,1986,19.9,350,614,57,12850,9473,42,42,100,150,152,98.7,156,418,37.3,0,0,0,0,8,0,0,0,Matches
189,Dean Henderson\e5a76dfe,eng ENG,GK,Sheffield Utd,22,1997,36,424,1035,41,21127,17079,32,33,97,99,102,97.1,292,899,32.5,0,0,0,1,49,1,0,0,Matches
190,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,29,1990,24.9,1582,1879,84.2,32654,7684,572,620,92.3,703,787,89.3,284,413,68.8,5,2.8,+2.2,22,181,32,6,173,Matches
191,Jeff Hendrick\989d5705,ie IRL,MF,Burnley,27,1992,21.5,420,575,73,6880,1712,235,265,88.7,139,182,76.4,37,83,44.6,2,0.7,+1.3,12,25,10,2,39,Matches
192,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,32,1987,3,44,103,42.7,2365,2024,3,3,100,7,8,87.5,34,92,37,0,0,0,0,3,0,0,0,Matches
193,Javier Hernández\189cee7b,mx MEX,FW,West Ham,31,1988,1.2,19,22,86.4,314,50,6,7,85.7,8,9,88.9,2,2,100,0,0,0,0,2,1,0,3,Matches
194,Onel Hernández\007b39a5,cu CUB,FWMF,Norwich City,26,1993,15.4,248,335,74,3456,637,144,170,84.7,89,114,78.1,3,21,14.3,2,0.9,+1.1,18,7,10,3,16,Matches
195,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,27,1992,27.5,705,882,79.9,11213,2547,397,453,87.6,239,271,88.2,52,104,50,10,7,+3.0,43,47,27,3,69,Matches
196,George Hirst\78e87179,eng ENG,FW,Leicester City,20,1999,0.1,5,8,62.5,48,16,5,6,83.3,0,2,0,0,0,,0,0,0,0,1,0,0,0,Matches
197,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,23,1995,6.5,292,338,86.4,6532,1724,62,65,95.4,181,194,93.3,47,74,63.5,0,0,0,0,13,2,0,13,Matches
198,José Holebas\12aa7661,gr GRE,DF,Watford,35,1984,11.4,431,608,70.9,8312,3866,181,207,87.4,178,229,77.7,61,152,40.1,0,0.8,-0.8,10,43,9,6,42,Matches
199,Mason Holgate\d0042ab9,eng ENG,DF,Everton,22,1996,22.8,855,991,86.3,20925,6091,201,225,89.3,408,436,93.6,241,312,77.2,3,0.5,+2.5,2,47,4,0,53,Matches
200,Nathan Holland\45ab2170,eng ENG,MF,West Ham,21,1998,0.4,11,14,78.6,137,49,8,9,88.9,3,5,60,0,0,,0,0,0,0,0,0,0,0,Matches
201,Conor Hourihane\fcab00a0,ie IRL,MF,Aston Villa,28,1991,17,542,721,75.2,10353,3235,209,245,85.3,253,295,85.8,65,146,44.5,5,5.1,-0.1,37,50,14,5,44,Matches
202,Callum Hudson-Odoi\15f3ec41,eng ENG,FW,Chelsea,18,2000,9.6,384,476,80.7,7208,1491,189,215,87.9,128,150,85.3,60,88,68.2,5,2.7,+2.3,21,18,30,10,37,Matches
203,Will Hughes\a0666d3e,eng ENG,MFFW,Watford,24,1995,25,676,920,73.5,10617,3728,381,452,84.3,226,285,79.3,51,127,40.2,1,1.2,-0.2,22,62,23,4,73,Matches
204,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Southampton,23,1995,30.6,1413,1810,78.1,26873,6921,609,702,86.8,585,726,80.6,197,323,61,1,2.1,-1.1,30,146,33,5,135,Matches
205,Jordon Ibe\9f736ed2,eng ENG,DF,Bournemouth,23,1995,0.6,17,22,77.3,329,144,8,11,72.7,7,7,100,2,2,100,0,0,0,0,2,1,0,3,Matches
206,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,18,2001,2.5,37,48,77.1,495,81,22,27,81.5,6,7,85.7,5,5,100,0,0.1,-0.1,1,5,0,0,3,Matches
207,Odion Ighalo\03622183,ng NGA,FW,Manchester Utd,30,1989,1.1,21,23,91.3,279,22,15,17,88.2,4,4,100,2,2,100,0,0.1,-0.1,2,1,1,0,1,Matches
208,Kelechi Iheanacho\c92e1a31,ng NGA,FWMF,Leicester City,22,1996,10.7,217,268,81,3124,629,138,153,90.2,58,74,78.4,12,17,70.6,3,2.4,+0.6,16,11,8,0,26,Matches
209,Danny Ings\07802f7f,eng ENG,FW,Southampton,27,1992,31.2,437,678,64.5,6768,1798,245,329,74.5,135,201,67.2,34,89,38.2,2,2.7,-0.7,34,39,27,7,65,Matches
210,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,23,1996,17.7,462,614,75.2,9222,2941,173,211,82,206,255,80.8,75,112,67,0,2.3,-2.3,22,57,32,9,89,Matches
211,Phil Jagielka\3233eefd,eng ENG,DF,Sheffield Utd,36,1982,2.7,59,73,80.8,1223,349,19,21,90.5,32,36,88.9,8,16,50,0,0,0,0,2,1,1,3,Matches
212,Alireza Jahanbakhsh\08452314,ir IRN,FWMF,Brighton,25,1993,3.5,84,140,60,1170,377,54,65,83.1,22,46,47.8,6,20,30,0,0,0,2,2,3,1,8,Matches
213,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,21,1997,25.4,586,803,73,9010,2145,342,407,84,185,243,76.1,40,76,52.6,6,4,+2.0,26,34,29,9,60,Matches
214,Matty James\ebd0a048,eng ENG,MF,Leicester City,28,1991,0.1,6,6,100,87,21,3,3,100,3,3,100,0,0,,0,0,0,0,0,0,0,1,Matches
215,Reece James\1265a93a,eng ENG,DF,Chelsea,19,1999,16.8,1055,1268,83.2,19372,5746,466,509,91.6,452,524,86.3,123,193,63.7,2,3.2,-1.2,24,58,31,13,82,Matches
216,Daryl Janmaat\45da6694,nl NED,DF,Watford,30,1989,6.7,257,341,75.4,4293,1700,133,151,88.1,95,113,84.1,22,59,37.3,1,0.4,+0.6,7,23,10,5,33,Matches
217,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,22,1997,22.6,532,608,87.5,7631,902,319,351,90.9,156,175,89.1,29,36,80.6,7,3.8,+3.2,30,21,14,1,25,Matches
218,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,28,1991,36,732,1009,72.5,11852,2723,416,506,82.2,207,273,75.8,79,131,60.3,6,5.6,+0.4,42,63,24,4,79,Matches
219,Joelinton\c17bfb65,br BRA,FW,Newcastle Utd,22,1996,29.8,640,801,79.9,9494,1702,378,443,85.3,190,241,78.8,47,62,75.8,2,2.4,-0.4,28,43,12,2,47,Matches
220,Ben Johnson\9319781b,eng ENG,DF,West Ham,19,2000,3,111,161,68.9,1947,960,65,71,91.5,32,49,65.3,12,31,38.7,0,0.2,-0.2,2,14,4,3,17,Matches
221,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,18,2001,1.4,111,128,86.7,1843,452,59,64,92.2,44,52,84.6,7,8,87.5,0,0,0,0,11,3,0,12,Matches
222,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,27,1992,1.5,79,89,88.8,1388,398,34,36,94.4,36,40,90,7,10,70,0,0,0,0,6,0,0,1,Matches
223,Bruno Jordão\41ff002d,pt POR,FW,Wolves,20,1998,0.1,2,5,40,47,11,1,3,33.3,0,1,0,1,1,100,0,0,0,0,0,0,0,1,Matches
224,Jorginho\45db685d,it ITA,MF,Chelsea,27,1991,26.4,1955,2221,88,37524,9107,817,883,92.5,814,906,89.8,291,378,77,2,2.3,-0.3,23,238,30,1,186,Matches
225,Jota\9f351459,es ESP,FWMF,Aston Villa,28,1991,3.7,73,98,74.5,1408,625,35,40,87.5,27,37,73,10,17,58.8,1,0.6,+0.4,5,11,6,0,19,Matches
226,Diogo Jota\178ae8f8,pt POR,FWMF,Wolves,22,1996,25.4,681,861,79.1,11168,2084,362,430,84.2,236,295,80,62,82,75.6,1,3.7,-2.7,32,39,21,6,56,Matches
227,James Justin\fb614c44,eng ENG,DF,Leicester City,21,1998,11.2,650,801,81.1,10823,3624,324,358,90.5,268,305,87.9,49,99,49.5,1,1.1,-0.1,13,41,14,7,52,Matches
228,Christian Kabasele\914ab9a1,be BEL,DF,Watford,28,1991,25,484,636,76.1,11100,4142,130,149,87.2,235,272,86.4,110,197,55.8,2,0.6,+1.4,3,38,0,0,34,Matches
229,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,26,1993,28.7,394,592,66.6,6934,1849,192,256,75,137,186,73.7,52,101,51.5,2,2.3,-0.3,24,48,17,3,62,Matches
230,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,28,1991,19.2,975,1140,85.5,17338,4168,438,499,87.8,399,449,88.9,109,132,82.6,0,2.1,-2.1,26,105,28,9,96,Matches
231,Moise Kean\3d50bcdb,it ITA,FW,Everton,19,2000,9.5,104,142,73.2,1438,338,53,69,76.8,33,38,86.8,7,11,63.6,2,1,+1.0,8,5,7,2,11,Matches
232,Michael Keane\c5b7c315,eng ENG,DF,Everton,26,1993,28.4,1167,1379,84.6,27198,8551,228,255,89.4,675,747,90.4,252,352,71.6,0,0.7,-0.7,6,69,3,0,71,Matches
233,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,24,1995,9.1,608,684,88.9,9688,2389,328,349,94,225,252,89.3,43,59,72.9,3,2.3,+0.7,15,74,16,2,63,Matches
234,Lloyd Kelly\f31def1e,eng ENG,DF,Bournemouth,20,1998,7.1,168,231,72.7,3672,1369,50,59,84.7,80,97,82.5,35,65,53.8,0,0.2,-0.2,2,5,0,0,5,Matches
235,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,29,1990,17.2,493,669,73.7,9625,4226,192,224,85.7,215,272,79,78,148,52.7,1,0.9,+0.1,6,26,7,6,27,Matches
236,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,22,1997,2.1,72,90,80,1391,547,22,26,84.6,45,48,93.8,4,13,30.8,0,0,0,0,4,0,0,9,Matches
237,Joshua King\43458538,no NOR,FWMF,Bournemouth,27,1992,22.3,362,498,72.7,5442,1269,211,261,80.8,115,155,74.2,24,36,66.7,4,3.8,+0.2,28,20,19,5,39,Matches
238,Timm Klose\5f1d07f6,ch SUI,DF,Norwich City,31,1988,6.5,331,389,85.1,6617,1809,113,126,89.7,169,180,93.9,46,74,62.2,0,0,0,0,9,1,0,15,Matches
239,Jonathan Kodjia\ecf44e09,ci CIV,FWMF,Aston Villa,29,1989,1.3,19,30,63.3,309,8,9,15,60,10,14,71.4,0,0,,0,0,0,0,1,0,0,0,Matches
240,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,26,1993,18.9,869,1031,84.3,14326,4428,436,478,91.2,377,446,84.5,48,76,63.2,2,1,+1.0,9,52,15,5,64,Matches
241,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,21,1997,22.7,674,853,79,13926,4931,226,251,90,327,386,84.7,113,197,57.4,2,0.5,+1.5,9,45,5,2,44,Matches
242,Cheikhou Kouyaté\8d3c902d,sn SEN,MFDF,Crystal Palace,29,1989,28.1,653,860,75.9,10613,3251,339,418,81.1,227,282,80.5,63,101,62.4,1,0.8,+0.2,8,39,8,1,54,Matches
243,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,25,1994,23,1666,1846,90.2,32463,7948,683,723,94.5,707,766,92.3,252,315,80,3,1.9,+1.1,29,176,26,2,166,Matches
244,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,24,1994,11.3,316,433,73,5635,2664,150,168,89.3,135,183,73.8,28,63,44.4,1,0.4,+0.6,1,22,3,2,27,Matches
245,Tim Krul\f23f9d20,nl NED,GK,Norwich City,31,1988,36,1047,1550,67.5,32790,19225,127,127,100,483,488,99,436,930,46.9,0,0,0,0,11,0,0,2,Matches
246,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,28,1991,20.8,387,499,77.6,5867,1064,221,255,86.7,113,142,79.6,32,56,57.1,4,3.1,+0.9,22,28,23,6,30,Matches
247,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,31,1988,4.2,229,270,84.8,3398,790,133,142,93.7,80,97,82.5,10,16,62.5,1,0.7,+0.3,5,23,4,0,18,Matches
248,Érik Lamela\abe66106,ar ARG,MFFW,Tottenham,27,1992,13.5,469,596,78.7,7270,1418,256,290,88.3,157,185,84.9,36,77,46.8,1,1.6,-0.6,17,27,19,1,42,Matches
249,Tariq Lamptey\f4e433d4,eng ENG,DF,Chelsea,18,2000,0.4,12,14,85.7,235,80,4,5,80,8,8,100,0,0,,0,0.1,-0.1,1,0,1,0,1,Matches
250,Tariq Lamptey\f4e433d4,eng ENG,DF,Brighton,18,2000,6.5,173,235,73.6,2905,842,83,100,83,77,103,74.8,12,23,52.2,1,0.6,+0.4,4,11,6,5,13,Matches
251,Henri Lansbury\fe8e6fa1,eng ENG,MFFW,Aston Villa,28,1990,2.2,60,81,74.1,1315,254,25,29,86.2,22,33,66.7,12,16,75,0,0.1,-0.1,2,9,0,0,5,Matches
252,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,26,1993,15.3,674,798,84.5,10959,3117,370,410,90.2,207,236,87.7,68,109,62.4,2,2.5,-0.5,31,65,15,3,72,Matches
253,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,25,1994,12.2,1041,1114,93.4,22480,6784,307,320,95.9,539,558,96.6,191,224,85.3,0,0.1,-0.1,1,108,1,0,78,Matches
254,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,25,1993,23.1,668,810,82.5,14583,3588,179,207,86.5,357,410,87.1,122,171,71.3,0,0.1,-0.1,2,25,2,0,17,Matches
255,Valentino Lazaro\016ff750,at AUT,DFMF,Newcastle Utd,23,1996,5.3,158,194,81.4,2664,1051,80,84,95.2,56,67,83.6,17,36,47.2,0,0.2,-0.2,6,8,4,1,6,Matches
256,Moritz Leitner\9460aaed,de GER,MF,Norwich City,26,1992,7.6,472,553,85.4,7844,1737,245,267,91.8,172,194,88.7,43,69,62.3,0,0.3,-0.3,8,51,16,2,41,Matches
257,Florian Lejeune\6eaed4eb,fr FRA,DF,Newcastle Utd,28,1991,4.9,136,187,72.7,2876,1077,45,55,81.8,69,80,86.3,22,49,44.9,0,0.1,-0.1,1,9,0,0,10,Matches
258,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,32,1987,5.5,92,131,70.2,1434,347,54,65,83.1,29,35,82.9,6,17,35.3,0,0.1,-0.1,2,6,2,1,8,Matches
259,Bernd Leno\2628fd2b,de GER,GK,Arsenal,27,1992,29.4,742,990,74.9,18295,9801,170,171,99.4,392,398,98.5,174,414,42,0,0,0,0,3,0,0,0,Matches
260,Jefferson Lerma\9b5ce51a,co COL,MF,Bournemouth,24,1994,30,1092,1377,79.3,21962,6527,424,501,84.6,466,548,85,184,287,64.1,2,1.8,+0.2,12,119,16,0,119,Matches
261,Jamal Lewis\efb9215a,nir NIR,DF,Norwich City,21,1998,25.6,1036,1306,79.3,17191,6342,536,597,89.8,419,514,81.5,67,137,48.9,0,1,-1,15,42,20,8,83,Matches
262,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,25,1994,34.4,1764,2013,87.6,35555,11016,564,610,92.5,958,1026,93.4,227,340,66.8,0,0.3,-0.3,4,82,1,0,93,Matches
263,Jesse Lingard\810e3c74,eng ENG,MFFW,Manchester Utd,26,1992,10.4,351,409,85.8,5155,995,195,219,89,122,138,88.4,19,27,70.4,0,0.9,-0.9,17,31,10,0,30,Matches
264,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,32,1986,20.1,395,568,69.5,13101,8616,86,87,98.9,132,135,97.8,174,343,50.7,0,0,0,0,10,0,0,0,Matches
265,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,23,1996,16.6,832,1005,82.8,15375,3976,378,419,90.2,320,368,87,116,182,63.7,2,2.1,-0.1,29,90,27,2,88,Matches
266,Jürgen Locadia\6cc47ae1,nl NED,MFFW,Brighton,25,1993,1,9,19,47.4,135,7,6,10,60,3,5,60,0,1,0,0,0,0,0,0,0,0,0,Matches
267,Ruben Loftus-Cheek\e97fd090,eng ENG,MFFW,Chelsea,23,1996,2.3,116,131,88.5,1837,338,62,70,88.6,41,46,89.1,10,11,90.9,1,0.3,+0.7,1,11,2,0,8,Matches
268,Kevin Long\5a4280b1,ie IRL,DF,Burnley,28,1990,6.3,141,186,75.8,3193,908,40,52,76.9,66,80,82.5,32,49,65.3,0,0,0,0,7,0,0,7,Matches
269,Shane Long\9f472354,ie IRL,FW,Southampton,32,1987,15.5,226,405,55.8,2946,786,155,236,65.7,46,100,46,10,27,37,2,1.4,+0.6,15,17,9,4,28,Matches
270,Matthew Longstaff\c0027d2d,eng ENG,MF,Newcastle Utd,19,2000,6.4,193,237,81.4,3607,653,81,92,88,81,94,86.2,28,43,65.1,0,0.2,-0.2,3,12,4,1,11,Matches
271,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,21,1997,15.3,515,657,78.4,10160,2462,201,237,84.8,233,263,88.6,72,132,54.5,1,1,0,15,42,4,1,38,Matches
