Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
408,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,27,1992,32,746,1004,74.3,11227,2982,440,540,81.5,245,315,77.8,43,83,51.8,10,7.3,+2.7,54,41,60,6,106,Matches
409,Mbwana Samatta\dae8623e,tz TAN,FW,Aston Villa,26,1992,10.5,127,179,70.9,1883,283,79,100,79,36,52,69.2,9,16,56.3,0,0.2,-0.2,7,6,3,1,9,Matches
410,Carlos Sánchez\50b51fac,co COL,MFDF,West Ham,33,1986,1.3,45,55,81.8,825,218,16,18,88.9,22,27,81.5,6,9,66.7,0,0,0,0,2,0,0,2,Matches
411,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,23,1996,27,1298,1496,86.8,28029,8014,343,373,92,728,786,92.6,221,313,70.6,0,0,0,1,49,0,0,56,Matches
412,Leroy Sané\2b114be3,de GER,FW,Manchester City,23,1996,0.1,6,7,85.7,91,13,3,4,75,3,3,100,0,0,,0,0,0,0,0,0,0,0,Matches
413,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,21,1998,22.5,439,602,72.9,6749,1814,254,306,83,140,196,71.4,29,61,47.5,4,3.2,+0.8,26,14,32,15,37,Matches
414,Fabian Schär\c8aa95da,ch SUI,DFMF,Newcastle Utd,27,1991,18.6,576,767,75.1,14597,6228,169,193,87.6,246,277,88.8,155,282,55,0,0.2,-0.2,4,72,4,1,46,Matches
415,Ezequiel Schelotto\a6e316c1,it ITA,DF,Brighton,30,1989,4,121,169,71.6,2075,711,53,70,75.7,56,68,82.4,11,23,47.8,0,0,0,0,4,3,1,9,Matches
416,Jeffrey Schlupp\3312f911,gh GHA,MF,Crystal Palace,26,1992,11.5,256,342,74.9,4267,1286,126,147,85.7,104,138,75.4,20,44,45.5,1,1.1,-0.1,7,30,4,1,28,Matches
417,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,32,1986,38,904,1178,76.7,27929,15725,118,118,100,418,422,99.1,366,634,57.7,0,0.5,-0.5,3,4,0,0,2,Matches
418,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,29,1989,11.1,494,567,87.1,10391,2946,180,196,91.8,221,246,89.8,88,111,79.3,0,0.2,-0.2,4,58,7,1,60,Matches
419,Ryan Sessegnon\6aa3e78b,eng ENG,DF,Tottenham,19,2000,3.8,145,195,74.4,2401,925,78,89,87.6,58,71,81.7,8,27,29.6,0,0.1,-0.1,2,13,2,1,17,Matches
420,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Liverpool,27,1991,2.1,90,109,82.6,1637,529,46,53,86.8,28,31,90.3,15,23,65.2,0,0.2,-0.2,3,11,3,2,14,Matches
421,Billy Sharp\e8c9f4e9,eng ENG,FW,Sheffield Utd,33,1986,11.7,162,222,73,2388,484,93,115,80.9,58,74,78.4,6,13,46.2,2,2.7,-0.7,15,6,8,2,15,Matches
422,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,24,1995,19.3,1121,1296,86.5,16837,6228,628,676,92.9,430,493,87.2,45,83,54.2,0,1.5,-1.5,20,60,25,6,110,Matches
423,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,27,1992,23.5,790,1091,72.4,19373,6380,223,259,86.1,343,408,84.1,217,397,54.7,2,3.6,-1.6,42,127,20,4,115,Matches
424,Djibril Sidibé\4c5b714f,fr FRA,DF,Everton,27,1992,20.3,909,1165,78,18044,6702,341,405,84.2,436,523,83.4,122,197,61.9,4,2,+2.0,19,56,20,11,109,Matches
425,Gylfi Sigurðsson\76dd1480,is ISL,MF,Everton,29,1989,28.4,867,1109,78.2,16893,5015,343,401,85.5,373,437,85.4,136,232,58.6,3,4.1,-1.1,46,95,27,5,94,Matches
426,Bernardo Silva\3eb22ec9,pt POR,FWMF,Manchester City,24,1994,22.6,1262,1451,87,21080,4111,647,705,91.8,477,544,87.7,116,148,78.4,7,5.4,+1.6,51,67,41,9,99,Matches
427,David Silva\e2716bd0,es ESP,MF,Manchester City,33,1986,20.3,1319,1513,87.2,20971,4208,691,773,89.4,513,557,92.1,85,109,78,10,5.4,+4.6,46,89,63,1,140,Matches
428,Jack Simpson\76fa5f80,eng ENG,DF,Bournemouth,22,1996,2.7,70,100,70,1208,446,35,38,92.1,28,40,70,6,16,37.5,0,0,0,0,5,0,0,5,Matches
429,Moussa Sissoko\2acd49b9,fr FRA,MF,Tottenham,29,1989,27.2,1106,1279,86.5,19236,3940,517,580,89.1,441,500,88.2,117,147,79.6,1,1.1,-0.1,16,74,12,2,88,Matches
430,Oliver Skipp\6250083a,eng ENG,MFDF,Tottenham,18,2000,0.9,33,38,86.8,626,152,15,17,88.2,12,14,85.7,6,7,85.7,0,0,0,0,4,0,0,3,Matches
431,William Smallbone\5e105217,ie IRL,MF,Southampton,19,2000,4.4,175,210,83.3,3126,669,81,93,87.1,73,84,86.9,18,26,69.2,2,0.3,+1.7,3,12,3,1,13,Matches
432,Adam Smith\20b104bc,eng ENG,DF,Bournemouth,28,1991,22.8,845,1061,79.6,13711,5077,450,497,90.5,321,386,83.2,60,129,46.5,1,1,0,10,61,10,2,68,Matches
433,Emile Smith-Rowe\17695062,eng ENG,MF,Arsenal,19,2000,1.1,30,36,83.3,391,65,19,21,90.5,9,9,100,1,3,33.3,0,0,0,0,3,0,0,0,Matches
434,Robert Snodgrass\9f4647e9,sct SCO,MFFW,West Ham,31,1987,16.8,435,635,68.5,7989,2672,206,256,80.5,146,182,80.2,72,162,44.4,5,2.8,+2.2,33,30,14,2,47,Matches
435,Cédric Soares\839c14e1,pt POR,DF,Southampton,27,1991,14.5,522,724,72.1,9107,4209,268,305,87.9,185,246,75.2,60,151,39.7,1,1.2,-0.2,14,35,19,12,39,Matches
436,Cédric Soares\839c14e1,pt POR,DF,Arsenal,27,1991,2.8,94,133,70.7,1744,520,37,46,80.4,44,59,74.6,10,21,47.6,0,0,0,1,5,2,1,11,Matches
437,Dominic Solanke\e77dc3b2,eng ENG,FWMF,Bournemouth,21,1997,18.3,317,429,73.9,4429,911,193,224,86.2,84,131,64.1,16,29,55.2,1,0.9,+0.1,12,27,10,2,26,Matches
438,Tomáš Souček\6613c819,cz CZE,MF,West Ham,24,1995,11.6,274,392,69.9,4852,1163,122,167,73.1,112,154,72.7,30,49,61.2,0,0.5,-0.5,2,25,4,0,23,Matches
439,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,23,1996,33.7,2034,2238,90.9,41660,12075,653,698,93.6,1099,1158,94.9,271,354,76.6,1,0.3,+0.7,4,113,3,0,80,Matches
440,Dennis Srbeny\1fdec858,de GER,MFFW,Norwich City,25,1994,0.5,17,23,73.9,195,36,11,15,73.3,5,6,83.3,0,0,,0,0,0,0,3,0,0,1,Matches
441,Jack Stacey\558807c0,eng ENG,DF,Bournemouth,23,1996,17.2,560,780,71.8,9315,4004,275,324,84.9,225,295,76.3,47,109,43.1,2,2.2,-0.2,10,42,6,2,48,Matches
442,Junior Stanislas\6992791d,eng ENG,MFDF,Bournemouth,29,1989,7.9,222,310,71.6,3619,1365,118,144,81.9,74,101,73.3,22,48,45.8,0,0.8,-0.8,11,14,12,1,31,Matches
443,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,26,1992,0.1,1,2,50,26,9,0,0,,1,1,100,0,1,0,0,0,0,0,0,0,0,0,Matches
444,Dale Stephens\653ee42d,eng ENG,MF,Brighton,30,1989,28.1,1421,1641,86.6,29953,7023,445,498,89.4,698,768,90.9,260,339,76.7,1,1.1,-0.1,18,143,19,2,138,Matches
445,Jack Stephens\6adbc307,eng ENG,DF,Southampton,25,1994,27.2,906,1199,75.6,20755,7435,234,270,86.7,480,560,85.7,182,342,53.2,3,1.3,+1.7,8,84,10,0,83,Matches
446,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,24,1994,29.5,983,1217,80.8,13850,2795,624,702,88.9,301,370,81.4,37,63,58.7,1,7,-6,47,31,54,6,87,Matches
447,Enda Stevens\17d4507a,ie IRL,DF,Sheffield Utd,29,1990,37.2,1405,1895,74.1,24266,9869,724,815,88.8,526,672,78.3,138,309,44.7,4,4.7,-0.7,33,105,51,10,171,Matches
448,Marco Stiepermann\b606638c,de GER,MF,Norwich City,28,1991,13.1,291,405,71.9,4154,1192,172,214,80.4,85,112,75.9,19,38,50,0,0.5,-0.5,11,32,8,1,38,Matches
449,John Stones\5eecec3d,eng ENG,DF,Manchester City,25,1994,12.5,966,1016,95.1,21071,5928,263,274,96,533,559,95.3,169,177,95.5,0,0.1,-0.1,2,81,1,0,54,Matches
450,Isaac Success\f573a8bf,ng NGA,FWMF,Watford,23,1996,0.8,14,21,66.7,157,37,8,12,66.7,2,4,50,1,1,100,0,0.1,-0.1,1,0,1,0,1,Matches
451,Ki Sung-yueng\1d8c99b0,kr KOR,MF,Newcastle Utd,30,1989,1.5,59,67,88.1,1270,274,25,29,86.2,19,20,95,13,16,81.3,0,0.1,-0.1,2,4,0,0,1,Matches
452,Andrew Surman\7d41b619,eng ENG,MF,Bournemouth,32,1986,2.6,102,127,80.3,1959,487,39,49,79.6,43,50,86,15,23,65.2,0,0,0,1,6,1,0,7,Matches
453,Sam Surridge\b017b770,eng ENG,FWMF,Bournemouth,21,1998,0.3,4,10,40,64,22,2,6,33.3,2,4,50,0,0,,0,0,0,0,1,1,0,1,Matches
454,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,20,1999,5.8,188,232,81,3242,1096,95,105,90.5,73,83,88,19,31,61.3,0,0,0,0,9,0,0,11,Matches
455,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,23,1995,25.5,894,1219,73.3,16474,7327,420,473,88.8,356,465,76.6,102,228,44.7,2,2.7,-0.7,26,76,30,12,118,Matches
456,James Tarkowski\15ea812b,eng ENG,DF,Burnley,26,1992,38,913,1250,73,21248,7318,238,295,80.7,447,539,82.9,217,386,56.2,2,2.2,-0.2,14,68,9,0,69,Matches
457,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,25,1993,21.6,726,1035,70.1,13408,5642,329,383,85.9,306,380,80.5,81,221,36.7,1,1.3,-0.3,13,48,22,17,62,Matches
458,Neil Taylor\c2f9d19f,wls WAL,DF,Aston Villa,30,1989,12.1,410,513,79.9,6858,2881,194,209,92.8,189,224,84.4,20,59,33.9,0,0.2,-0.2,5,23,4,1,39,Matches
459,Nathan Tella\f1e94cd6,eng ENG,FW,Southampton,20,1999,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
460,Alexander Tettey\75566759,no NOR,MFDF,Norwich City,33,1986,26,1100,1242,88.6,19202,4074,532,573,92.8,447,493,90.7,108,144,75,1,0.8,+0.2,5,54,4,0,44,Matches
461,Jordan Thomas\b547f08c,eng ENG,FW,Norwich City,18,2001,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
462,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,18,2001,3,156,190,82.1,2691,824,80,88,90.9,57,69,82.6,17,25,68,1,0.9,+0.1,9,8,9,8,14,Matches
463,Max Thompson\fa38722f,eng ENG,FW,Burnley,17,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
464,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,22,1997,31.4,1455,1804,80.7,27253,6909,624,709,88,594,703,84.5,203,330,61.5,6,5.4,+0.6,52,157,37,7,166,Matches
465,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,22,1997,11,414,544,76.1,8028,2568,173,197,87.8,181,227,79.7,55,97,56.7,1,1.1,-0.1,6,22,8,5,40,Matches
466,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,30,1989,17.6,505,626,80.7,11923,3447,111,126,88.1,265,290,91.4,123,196,62.8,1,0.1,+0.9,2,21,1,0,15,Matches
467,Fikayo Tomori\7edfbb8a,eng ENG,DF,Chelsea,21,1997,14.3,981,1098,89.3,21077,5867,248,265,93.6,573,606,94.6,156,212,73.6,0,0.2,-0.2,4,57,4,0,37,Matches
468,Lucas Torreira\52611641,uy URU,MF,Arsenal,23,1996,16.8,793,906,87.5,15698,3306,261,288,90.6,401,441,90.9,122,151,80.8,1,1.1,-0.1,14,44,5,0,57,Matches
469,Cenk Tosun\9a104dee,tr TUR,FW,Everton,28,1991,3.2,42,62,67.7,569,120,27,35,77.1,12,16,75,2,8,25,0,0.1,-0.1,4,2,3,0,5,Matches
470,Cenk Tosun\9a104dee,tr TUR,FW,Crystal Palace,28,1991,2,29,47,61.7,462,137,19,25,76,6,14,42.9,4,6,66.7,0,0,0,0,3,2,0,3,Matches
471,Andros Townsend\b28bbd58,eng ENG,MF,Crystal Palace,28,1991,14.4,325,460,70.7,5293,1866,179,206,86.9,104,137,75.9,33,87,37.9,1,2,-1,13,23,24,12,37,Matches
472,Adama Traoré\9a28eba4,es ESP,FWMF,Wolves,23,1996,28.9,621,942,65.9,10788,2803,316,407,77.6,225,335,67.2,69,135,51.1,9,6.7,+2.3,50,45,45,32,64,Matches
473,Mark Travers\fe558029,ie IRL,GK,Bournemouth,20,1999,1,23,32,71.9,692,479,6,6,100,8,9,88.9,9,17,52.9,0,0,0,0,0,0,0,0,Matches
474,Trézéguet\3ae14ed1,eg EGY,FWMF,Aston Villa,24,1994,21.7,295,445,66.3,4745,1287,162,197,82.2,102,148,68.9,23,70,32.9,1,0.8,+0.2,18,15,12,7,33,Matches
475,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,24,1994,22.3,567,795,71.3,10971,3577,242,310,78.1,237,309,76.7,82,138,59.4,3,4,-1,38,45,30,8,102,Matches
476,Tom Trybull\552aa16c,de GER,MF,Norwich City,26,1993,12.6,551,597,92.3,9691,2559,261,272,96,239,257,93,45,56,80.4,0,0.1,-0.1,2,40,0,0,25,Matches
477,Axel Tuanzebe\2baec6ce,eng ENG,DF,Manchester Utd,21,1997,2.1,127,141,90.1,2333,660,54,58,93.1,55,59,93.2,17,21,81,0,0,0,0,8,0,0,5,Matches
478,Yan Valery\531a4aa8,fr FRA,DF,Southampton,20,1999,8.7,198,318,62.3,3321,1248,100,122,82,82,128,64.1,14,53,26.4,0,0.7,-0.7,2,6,2,1,15,Matches
479,Jesús Vallejo\c2111b45,es ESP,DF,Wolves,22,1997,1.8,81,104,77.9,1815,606,21,24,87.5,39,46,84.8,20,33,60.6,0,0,0,0,7,1,0,5,Matches
480,Jamie Vardy\45963054,eng ENG,FW,Leicester City,32,1987,33.7,314,462,68,4780,783,177,230,77,97,140,69.3,24,43,55.8,5,5.5,-0.5,28,14,17,5,24,Matches
481,Indiana Vassilev\04e195ee,us USA,FWMF,Aston Villa,18,2001,0.6,8,11,72.7,80,4,6,8,75,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
482,Jan Vertonghen\ba23a904,be BEL,DF,Tottenham,32,1987,18.3,930,1112,83.6,19299,5954,297,327,90.8,485,536,90.5,143,226,63.3,1,1,0,3,55,0,0,50,Matches
483,Jannik Vestergaard\1900032e,dk DEN,DF,Southampton,26,1992,16.6,641,799,80.2,12894,4173,202,231,87.4,342,399,85.7,87,155,56.1,0,0.1,-0.1,4,57,4,0,41,Matches
484,Rúben Vinagre\b937e490,pt POR,DF,Wolves,20,1999,7.2,257,344,74.7,4284,1293,139,159,87.4,95,119,79.8,21,45,46.7,0,0.5,-0.5,5,10,6,6,6,Matches
485,Jake Vokins\d484c261,eng ENG,DF,Southampton,19,2000,1,60,73,82.2,958,340,32,35,91.4,22,26,84.6,4,9,44.4,0,0.1,-0.1,1,7,2,1,4,Matches
486,Mario Vrančić\16fa6881,ba BIH,MF,Norwich City,30,1989,7.1,337,432,78,5876,1753,166,185,89.7,129,157,82.2,34,72,47.2,0,1.1,-1.1,8,32,6,0,49,Matches
487,Matěj Vydra\0d4ceb32,cz CZE,FW,Burnley,27,1992,9.1,102,138,73.9,1143,177,70,86,81.4,23,35,65.7,1,2,50,1,1.1,-0.1,8,6,0,0,2,Matches
488,Theo Walcott\1ecb65be,eng ENG,MFFW,Everton,30,1989,14.3,266,405,65.7,4309,1263,146,192,76,95,135,70.4,21,46,45.7,3,2.8,+0.2,19,19,18,6,34,Matches
489,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,29,1990,26.6,1884,2144,87.9,38492,8516,677,733,92.4,881,965,91.3,310,386,80.3,4,2.1,+1.9,17,223,27,6,153,Matches
490,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,22,1997,7.8,337,436,77.3,5293,1548,182,199,91.5,122,157,77.7,25,55,45.5,0,0.5,-0.5,4,16,9,0,17,Matches
491,Kyle Walker-Peters\984a5a64,eng ENG,DF,Tottenham,22,1997,2.7,183,214,85.5,3054,763,93,97,95.9,74,83,89.2,15,26,57.7,0,0.1,-0.1,2,9,1,0,10,Matches
492,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,21,1997,34.1,1676,2064,81.2,24885,9484,986,1087,90.7,572,707,80.9,77,154,50,4,2.9,+1.1,26,106,20,10,143,Matches
493,Victor Wanyama\e0900238,ke KEN,MF,Tottenham,28,1991,0.3,18,19,94.7,382,127,6,7,85.7,6,6,100,4,4,100,0,0,0,0,3,0,0,5,Matches
494,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,29,1989,26.5,932,1260,74,15593,7042,489,548,89.2,317,419,75.7,96,212,45.3,0,0.2,-0.2,5,71,15,7,80,Matches
495,James Ward-Prowse\3515d404,eng ENG,MFDF,Southampton,24,1994,38,1458,1971,74,27769,8433,596,679,87.8,628,751,83.6,199,467,42.6,3,5.3,-2.3,61,134,34,5,150,Matches
496,Kelland Watts\603e4f0b,eng ENG,DF,Newcastle Utd,19,1999,0.2,1,4,25,17,3,0,0,,1,1,100,0,3,0,0,0,0,0,0,0,0,0,Matches
497,Adam Webster\c40b6180,eng ENG,DF,Brighton,24,1995,29.6,1547,1824,84.8,33753,11543,458,506,90.5,788,878,89.7,294,414,71,1,1,0,10,91,5,1,94,Matches
498,Danny Welbeck\ce5143da,eng ENG,FWMF,Watford,28,1990,9.1,131,168,78,1791,447,82,98,83.7,39,50,78,4,7,57.1,0,0.2,-0.2,3,10,4,0,13,Matches
499,Ashley Westwood\495945ef,eng ENG,MF,Burnley,29,1990,35,1381,1854,74.5,28454,8338,521,597,87.3,567,682,83.1,262,515,50.9,6,5,+1.0,51,158,28,6,150,Matches
500,Connor Wickham\41cc19c2,eng ENG,FWMF,Crystal Palace,26,1993,1.1,29,44,65.9,440,90,18,25,72,6,10,60,3,4,75,1,0.5,+0.5,2,2,0,0,2,Matches
501,Georginio Wijnaldum\eb58eef0,nl NED,MF,Liverpool,28,1990,32.6,1477,1628,90.7,25469,4629,714,777,91.9,607,642,94.5,132,155,85.2,0,1.2,-1.2,18,131,22,0,102,Matches
502,Jetro Willems\9050ddc4,nl NED,DF,Newcastle Utd,25,1994,16.6,408,582,70.1,7494,3601,165,192,85.9,197,267,73.8,42,99,42.4,2,1.2,+0.8,16,30,13,5,41,Matches
503,Brandon Williams\5e74d6c8,eng ENG,DF,Manchester Utd,18,2000,11.2,531,636,83.5,8464,2692,291,322,90.4,201,231,87,32,65,49.2,0,0.6,-0.6,13,28,19,4,46,Matches
504,Neco Williams\dd323728,wls WAL,DF,Liverpool,18,2001,2.6,165,205,80.5,3196,700,65,70,92.9,76,90,84.4,22,36,61.1,0,0.1,-0.1,2,6,3,1,7,Matches
505,Willian\8b9ebd03,br BRA,FW,Chelsea,30,1988,28.9,1247,1600,77.9,22454,5164,636,733,86.8,410,496,82.7,172,299,57.5,7,6.9,+0.1,71,71,68,12,144,Matches
506,Joe Willock\a3b03921,eng ENG,MFFW,Arsenal,19,1999,9.5,299,368,81.3,5215,1448,143,166,86.1,114,131,87,31,53,58.5,1,0.8,+0.2,12,31,8,2,34,Matches
507,Jack Wilshere\9c318325,eng ENG,MF,West Ham,27,1992,2.4,61,73,83.6,843,163,39,44,88.6,18,21,85.7,3,5,60,0,0,0,0,2,0,0,1,Matches
508,Callum Wilson\c596fcb0,eng ENG,FW,Bournemouth,27,1992,32.3,345,535,64.5,5194,1143,193,272,71,108,156,69.2,25,41,61,1,3.1,-2.1,25,32,15,3,36,Matches
509,Harry Wilson\c6dc9ecd,wls WAL,MFFW,Bournemouth,22,1997,18.3,454,609,74.5,8884,2082,207,243,85.2,169,212,79.7,72,116,62.1,0,1.6,-1.6,15,37,27,2,59,Matches
510,Harry Winks\2f7acede,eng ENG,MF,Tottenham,23,1996,24.7,1466,1656,88.5,28421,7489,584,632,92.4,641,700,91.6,220,289,76.1,0,1.1,-1.1,18,149,15,2,138,Matches
511,Chris Wood\4e9a0555,nz NZL,FW,Burnley,27,1991,27.1,312,483,64.6,4073,486,207,285,72.6,70,130,53.8,14,25,56,1,0.9,+0.1,19,10,4,0,15,Matches
512,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,26,1992,28.7,1656,1886,87.8,34310,8538,559,623,89.7,794,869,91.4,287,359,79.9,2,1.1,+0.9,15,191,23,3,160,Matches
513,Andriy Yarmolenko\849c826a,ua UKR,MFFW,West Ham,29,1989,11,338,424,79.7,5558,1379,191,214,89.3,92,114,80.7,41,70,58.6,1,2.7,-1.7,18,13,11,3,36,Matches
514,DeAndre Yedlin\ae0a7ddf,us USA,DF,Newcastle Utd,26,1993,10.4,228,316,72.2,3725,1542,135,156,86.5,61,93,65.6,26,51,51,0,0.3,-0.3,7,11,9,6,16,Matches
515,Maya Yoshida\caffaf5a,jp JPN,DF,Southampton,30,1988,6.2,207,247,83.8,4037,1319,81,89,91,99,109,90.8,24,45,53.3,0,0,0,0,10,1,0,10,Matches
516,Ashley Young\be927d03,eng ENG,DF,Manchester Utd,34,1985,10.6,565,735,76.9,11200,4597,230,251,91.6,251,296,84.8,81,168,48.2,0,1.2,-1.2,17,59,12,3,63,Matches
517,Pablo Zabaleta\6813ac34,ar ARG,DF,West Ham,34,1985,6.6,247,326,75.8,4078,1851,131,147,89.1,96,123,78,19,42,45.2,0,0.4,-0.4,4,28,6,2,28,Matches
518,Wilfried Zaha\b2bc3b1f,ci CIV,MFFW,Crystal Palace,26,1992,36.4,935,1188,78.7,15095,4214,524,611,85.8,305,371,82.2,84,123,68.3,3,3.3,-0.3,36,61,75,14,149,Matches
519,Christoph Zimmermann\2d5f03bf,de GER,DF,Norwich City,26,1993,15.9,492,609,80.8,10846,3773,139,149,93.3,251,278,90.3,99,172,57.6,1,0.1,+0.9,1,23,1,0,29,Matches
520,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,22,1996,14.2,1198,1348,88.9,20887,5551,535,575,93,546,612,89.2,105,134,78.4,0,1.6,-1.6,18,101,30,11,120,Matches
521,Richairo Živković\d2d74d9c,nl NED,FW,Sheffield Utd,22,1996,1.2,16,18,88.9,242,25,9,10,90,5,6,83.3,1,1,100,0,0.2,-0.2,2,0,1,1,0,Matches
522,Kurt Zouma\ce4246f5,fr FRA,DF,Chelsea,24,1994,26,1772,1982,89.4,41235,10428,415,449,92.4,968,1033,93.7,382,477,80.1,0,0.2,-0.2,1,108,2,0,82,Matches
