Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
136,Danny Drinkwater\2649ff32,eng ENG,MF,Chelsea,27,1990,5.9,334,385,86.8,6205,1115,145,159,91.2,152,166,91.6,33,48,68.8,0,0.3,-0.3,4,33,3,0,22,Matches
137,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,28,1989,12,195,342,57,6900,4891,23,23,100,90,91,98.9,82,228,36,0,0,0,0,8,0,0,0,Matches
138,Shane Duffy\7314bba4,ie IRL,DF,Brighton,25,1992,36.6,1044,1318,79.2,26119,7260,218,260,83.8,516,575,89.7,300,458,65.5,1,0.8,+0.2,5,35,3,1,33,Matches
139,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,25,1991,17.8,524,747,70.1,9604,4852,228,259,88,243,324,75,50,141,35.5,0,0.6,-0.6,7,54,7,3,54,Matches
140,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,25,1991,38,1208,1506,80.2,30046,9215,317,350,90.6,548,598,91.6,330,529,62.4,1,0.4,+0.6,10,75,4,1,54,Matches
141,Nathan Dyer\6dfd5af0,eng ENG,MFFW,Swansea City,29,1987,14.5,425,551,77.1,5812,1176,287,329,87.2,112,150,74.7,13,35,37.1,0,0.8,-0.8,9,18,16,2,31,Matches
142,Ederson\3bb7b8b4,br BRA,GK,Manchester City,23,1993,35.5,961,1101,87.3,25644,15040,162,163,99.4,512,517,99,283,417,67.9,0,0.1,-0.1,1,7,0,0,0,Matches
143,Tom Edwards\1b780599,eng ENG,DF,Stoke City,18,1999,5.3,158,220,71.8,2849,1300,83,91,91.2,54,72,75,18,52,34.6,0,0,0,0,11,3,2,6,Matches
144,Rob Elliot\b1b25949,ie IRL,GK,Newcastle Utd,31,1986,16,310,537,57.7,13837,10728,16,17,94.1,90,91,98.9,204,429,47.6,0,0,0,0,9,0,0,0,Matches
145,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,25,1992,9.6,773,835,92.6,13716,3109,355,377,94.2,326,343,95,81,97,83.5,1,1,0,10,79,6,0,59,Matches
146,Christian Eriksen\980522ec,dk DEN,MFFW,Tottenham,25,1992,35.8,1895,2457,77.1,36157,9778,798,908,87.9,797,981,81.2,268,470,57,10,12.4,-2.4,101,231,72,11,255,Matches
147,Jonny Evans\f8fcd2a5,nir NIR,DF,West Brom,29,1988,25.2,773,938,82.4,16776,5994,246,273,90.1,382,427,89.5,137,224,61.2,2,0.4,+1.6,5,59,5,2,41,Matches
148,Patrice Evra\51a3caf1,fr FRA,DF,West Ham,36,1981,2.5,86,115,74.8,1260,630,57,61,93.4,22,33,66.7,6,13,46.2,0,0,0,0,4,0,0,4,Matches
149,Łukasz Fabiański\9328b835,pl POL,GK,Swansea City,32,1985,38,747,1272,58.7,30482,21990,70,70,100,240,245,98,435,952,45.7,0,0,0,1,22,0,0,0,Matches
150,Cesc Fàbregas\33508c78,es ESP,MF,Chelsea,30,1987,25.6,1849,2317,79.8,36872,13791,700,790,88.6,816,948,86.1,298,504,59.1,4,6.9,-2.9,87,250,82,12,313,Matches
151,Marouane Fellaini\87575fd9,be BEL,MF,Manchester Utd,29,1987,7.6,335,392,85.5,5085,1212,187,205,91.2,112,136,82.4,24,34,70.6,0,0.1,-0.1,4,17,0,0,22,Matches
152,Kiko Femenía\e5d01ecf,es ESP,DFFW,Watford,26,1991,19,814,996,81.7,12973,4664,453,504,89.9,288,341,84.5,55,106,51.9,1,2.5,-1.5,17,44,32,14,80,Matches
153,Leroy Fer\3cefa66a,nl NED,MF,Swansea City,27,1990,15.5,518,649,79.8,9879,1842,224,269,83.3,205,235,87.2,80,125,64,1,1.3,-0.3,11,52,9,0,47,Matches
154,Edimilson Fernandes\3bb625ac,ch SUI,MFFW,West Ham,21,1996,9.4,223,283,78.8,3996,958,100,120,83.3,81,96,84.4,30,45,66.7,1,0.4,+0.6,7,16,5,2,20,Matches
155,Federico Fernández\f25b010f,ar ARG,DF,Swansea City,28,1989,29.7,1003,1179,85.1,22939,8621,242,262,92.4,537,599,89.6,216,302,71.5,1,0.8,+0.2,6,58,4,0,76,Matches
156,Fernandinho\101da2b5,br BRA,MF,Manchester City,32,1985,32,2679,2965,90.4,49298,13254,1095,1163,94.2,1280,1376,93,270,356,75.8,3,2.5,+0.5,22,310,41,1,259,Matches
157,Sam Field\bd8a7d05,eng ENG,MF,West Brom,19,1998,6,122,174,70.1,2277,752,52,69,75.4,55,73,75.3,15,30,50,0,0.2,-0.2,4,12,8,1,19,Matches
158,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,25,1991,30.7,886,1216,72.9,13011,3460,510,642,79.4,281,383,73.4,47,82,57.3,7,5.3,+1.7,53,66,47,4,121,Matches
159,Darren Fletcher\184e4970,sct SCO,MF,Stoke City,33,1984,24.7,834,1087,76.7,17713,5047,265,323,82,382,434,88,163,281,58,1,1.2,-0.2,20,85,19,4,92,Matches
160,Phil Foden\ed1e53f3,eng ENG,MFFW,Manchester City,17,2000,0.5,40,47,85.1,540,52,28,31,90.3,9,11,81.8,1,3,33.3,1,0.3,+0.7,2,1,0,0,0,Matches
161,José Fonte\90f87966,pt POR,DF,West Ham,33,1983,7.6,292,350,83.4,6225,2123,89,99,89.9,144,157,91.7,57,87,65.5,1,0.6,+0.4,4,30,3,1,27,Matches
162,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,29,1988,20,254,511,49.7,9984,7531,28,29,96.6,97,97,100,129,385,33.5,0,0,0,0,6,0,0,0,Matches
163,Ben Foster\d0b3ceb9,eng ENG,GK,West Brom,34,1983,37,546,1135,48.1,26925,22577,25,27,92.6,129,131,98.5,390,974,40,0,0,0,1,36,1,0,1,Matches
164,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Crystal Palace,19,1998,17.7,536,722,74.2,10290,4508,213,251,84.9,246,300,82,68,158,43,0,0.7,-0.7,6,53,10,5,52,Matches
165,Simon Francis\1e0b6a73,eng ENG,DF,Bournemouth,32,1985,30.1,1340,1803,74.3,28078,11683,487,560,87,608,754,80.6,228,437,52.2,1,2.3,-1.3,24,95,26,14,102,Matches
166,Ryan Fraser\d56543a0,sct SCO,MFDF,Bournemouth,23,1994,22.3,717,1010,71,12402,4751,350,417,83.9,284,382,74.3,71,173,41,3,3.8,-0.8,48,51,41,18,96,Matches
167,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,31,1986,21.3,839,1223,68.6,16129,7258,379,431,87.9,312,423,73.8,135,322,41.9,1,0.6,+0.4,15,77,14,10,83,Matches
168,Jay Fulton\434ad289,sct SCO,MF,Swansea City,23,1994,0.2,5,6,83.3,72,11,3,4,75,2,2,100,0,0,,0,0,0,0,0,0,0,0,Matches
169,Ramiro Funes Mori\89cbc961,ar ARG,DF,Everton,26,1991,1.3,47,60,78.3,1024,380,13,15,86.7,25,30,83.3,9,14,64.3,0,0,0,0,4,0,0,3,Matches
170,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Southampton,25,1991,12,150,210,71.4,2002,170,93,111,83.8,45,63,71.4,3,11,27.3,0,0.6,-0.6,6,3,3,0,7,Matches
171,Jesús Gámez\bd1d1cbb,es ESP,DF,Newcastle Utd,32,1985,1.1,48,60,80,757,480,24,24,100,17,21,81,4,8,50,0,0.1,-0.1,4,4,2,1,10,Matches
172,Idrissa Gana Gueye\72c812f3,sn SEN,MF,Everton,27,1989,30.6,1350,1591,84.9,23545,5980,627,694,90.3,557,634,87.9,141,200,70.5,1,0.9,+0.1,14,122,14,1,114,Matches
173,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,26,1990,21.8,316,429,73.7,4298,754,199,257,77.4,86,116,74.1,14,29,48.3,3,2.8,+0.2,20,18,4,0,24,Matches
174,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,25,1992,1,20,25,80,606,373,1,1,100,10,10,100,9,14,64.3,0,0,0,0,0,0,0,0,Matches
175,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,26,1990,37,673,1086,62,24860,18641,61,62,98.4,281,284,98.9,329,737,44.6,0,0.1,-0.1,1,9,0,0,0,Matches
176,Kieran Gibbs\46ee5234,eng ENG,DF,West Brom,27,1989,31.4,998,1364,73.2,17136,7147,466,529,88.1,422,573,73.6,84,209,40.2,1,1.6,-0.6,21,58,25,17,79,Matches
177,Olivier Giroud\16ceb862,fr FRA,FW,Arsenal,30,1986,4.3,95,132,72,1060,159,61,84,72.6,18,25,72,3,5,60,1,1.1,-0.1,7,1,4,0,6,Matches
178,Olivier Giroud\16ceb862,fr FRA,FW,Chelsea,30,1986,6.8,151,223,67.7,1834,397,101,132,76.5,28,50,56,8,17,47.1,1,1.9,-0.9,15,9,7,0,13,Matches
179,Connor Goldson\56f6f826,eng ENG,DF,Brighton,24,1992,2.2,64,87,73.6,1453,537,17,19,89.5,34,43,79.1,13,24,54.2,0,0,0,0,5,0,0,4,Matches
180,Heurelho Gomes\d596e193,br BRA,GK,Watford,36,1981,23.6,436,746,58.4,18094,13497,37,37,100,135,136,99.3,264,573,46.1,0,0,0,0,13,0,0,0,Matches
181,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,20,1997,21.1,1315,1586,82.9,24515,9060,501,544,92.1,667,781,85.4,139,234,59.4,2,1,+1.0,16,133,19,8,129,Matches
182,Dan Gosling\7fec31a0,eng ENG,MF,Bournemouth,27,1990,21.6,825,1044,79,14825,4110,354,417,84.9,348,419,83.1,95,147,64.6,1,1.1,-0.1,16,86,14,1,120,Matches
183,Lee Grant\9dab6e3b,eng ENG,GK,Stoke City,34,1983,3,58,94,61.7,2631,1982,4,4,100,15,16,93.8,39,74,52.7,0,0,0,0,4,0,0,0,Matches
184,Andre Gray\c24dba2a,jm JAM,FW,Watford,26,1991,16.6,224,312,71.8,3285,446,129,166,77.7,59,84,70.2,21,28,75,2,2,0,12,15,6,1,13,Matches
185,Demarai Gray\4468ec10,eng ENG,MFFW,Leicester City,21,1996,18.9,468,654,71.6,8333,1795,215,252,85.3,178,225,79.1,56,124,45.2,1,3.4,-2.4,27,27,15,8,29,Matches
186,Pascal Groß\8aec0537,de GER,MFFW,Brighton,26,1991,32.5,995,1448,68.7,18114,5654,499,592,84.3,302,415,72.8,156,343,45.5,8,7.4,+0.6,84,89,39,18,98,Matches
187,Marko Grujić\8b8e759d,rs SRB,MF,Liverpool,21,1996,0.2,11,14,78.6,197,64,4,6,66.7,6,6,100,1,2,50,0,0,0,1,0,0,0,1,Matches
188,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,26,1990,16.9,1285,1401,91.7,20709,4781,679,725,93.7,478,505,94.7,100,126,79.4,1,2.1,-1.1,21,113,28,0,110,Matches
189,Florent Hadergjonaj\9aa186b2,xk KVX,DFMF,Huddersfield,23,1994,18.6,608,913,66.6,11583,5193,258,305,84.6,246,359,68.5,93,217,42.9,1,1.6,-0.6,26,42,28,18,65,Matches
190,Massadio Haïdara\5167c97e,ml MLI,MF,Newcastle Utd,24,1992,0,2,2,100,27,0,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
191,Ben Hamer\d822a850,eng ENG,GK,Leicester City,29,1987,3.1,56,87,64.4,1925,1405,3,3,100,26,26,100,26,56,46.4,0,0,0,0,2,0,0,0,Matches
192,Rekeem Harper\3c066877,eng ENG,MF,West Brom,17,2000,0.2,4,5,80,97,33,1,1,100,2,3,66.7,1,1,100,0,0.1,-0.1,2,0,0,0,0,Matches
193,Joe Hart\cb4f24c6,eng ENG,GK,West Ham,30,1987,19,286,595,48.1,14016,11255,13,13,100,62,63,98.4,211,518,40.7,1,0.8,+0.2,2,15,3,0,0,Matches
194,Isaac Hayden\c951a6df,eng ENG,MF,Newcastle Utd,22,1995,15.3,399,527,75.7,6501,1798,201,247,81.4,155,189,82,32,56,57.1,0,0.9,-0.9,12,33,13,6,35,Matches
195,Eden Hazard\a39bb753,be BEL,FWMF,Chelsea,26,1991,26.9,1188,1446,82.2,21506,5770,618,720,85.8,367,440,83.4,176,208,84.6,4,7.9,-3.9,83,121,78,8,178,Matches
196,Tom Heaton\a6de6361,eng ENG,GK,Burnley,31,1986,3.4,71,119,59.7,3136,2490,3,3,100,26,26,100,42,90,46.7,0,0,0,0,6,0,0,0,Matches
197,Michael Hefele\91bdc54a,de GER,DF,Huddersfield,26,1990,0.4,7,7,100,131,25,4,4,100,1,1,100,2,2,100,0,0,0,0,1,0,0,1,Matches
198,Ahmed Hegazi\5540c9dc,eg EGY,DF,West Brom,26,1991,37.6,853,1159,73.6,20731,8911,207,250,82.8,396,469,84.4,240,408,58.8,0,0.4,-0.4,4,68,9,3,64,Matches
199,Tomer Hemed\27d7453c,il ISR,FW,Brighton,30,1987,9.4,155,233,66.5,2046,383,102,134,76.1,43,69,62.3,4,10,40,2,0.2,+1.8,3,6,1,0,14,Matches
200,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,27,1990,24.1,1757,2058,85.4,37079,8883,613,654,93.7,792,898,88.2,325,458,71,1,1.8,-0.8,23,228,31,3,199,Matches
201,Jeff Hendrick\989d5705,ie IRL,MF,Burnley,25,1992,25.9,644,808,79.7,10974,2034,307,364,84.3,245,296,82.8,70,107,65.4,2,2.1,-0.1,24,56,17,4,55,Matches
202,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,30,1987,27,407,782,52,19615,16154,28,28,100,111,112,99.1,268,642,41.7,0,0.4,-0.4,1,32,1,0,0,Matches
203,Javier Hernández\189cee7b,mx MEX,FW,West Ham,29,1988,17.2,285,387,73.6,4777,784,148,194,76.3,87,115,75.7,37,57,64.9,0,1.7,-1.7,19,16,12,5,27,Matches
204,Ander Herrera\436a9dd0,es ESP,MF,Manchester Utd,27,1989,14.1,903,1045,86.4,15428,4247,430,456,94.3,346,389,88.9,90,149,60.4,2,1.1,+0.9,8,81,12,1,81,Matches
205,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,25,1992,25.7,791,984,80.4,11333,2413,464,549,84.5,266,318,83.6,32,61,52.5,6,4.8,+1.2,33,45,24,3,66,Matches
206,Wesley Hoedt\875898c7,nl NED,DF,Southampton,23,1994,28,1053,1304,80.8,25572,9873,284,316,89.9,500,575,87,265,399,66.4,1,0.4,+0.6,8,124,5,1,116,Matches
207,Jonathan Hogg\9306d5ea,eng ENG,MF,Huddersfield,28,1988,26.6,1178,1392,84.6,22511,5469,453,506,89.5,539,606,88.9,163,228,71.5,0,0.5,-0.5,8,99,4,0,85,Matches
208,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,21,1995,9.1,522,600,87,11179,3516,149,167,89.2,269,290,92.8,93,125,74.4,0,0.1,-0.1,3,35,0,0,28,Matches
209,José Holebas\12aa7661,gr GRE,DF,Watford,33,1984,26.5,899,1490,60.3,17462,8707,401,468,85.7,345,530,65.1,143,430,33.3,4,3.1,+0.9,36,57,20,11,74,Matches
210,Mason Holgate\d0042ab9,eng ENG,DF,Everton,20,1996,13.2,368,530,69.4,8313,3586,125,152,82.2,156,202,77.2,84,166,50.6,0,0.7,-0.7,8,41,7,1,53,Matches
211,Callum Hudson-Odoi\15f3ec41,eng ENG,FW,Chelsea,16,2000,0.3,13,16,81.3,269,61,3,3,100,8,9,88.9,1,2,50,0,0,0,0,2,0,0,2,Matches
212,Will Hughes\a0666d3e,eng ENG,MFFW,Watford,22,1995,11,322,417,77.2,4609,1282,200,232,86.2,93,122,76.2,20,42,47.6,3,1.5,+1.5,18,30,14,2,43,Matches
213,Jordan Hugill\a36d4785,eng ENG,FWDF,West Ham,25,1992,0.3,3,7,42.9,30,0,3,4,75,0,3,0,0,0,,0,0,0,0,0,0,0,0,Matches
214,Uwe Hünemeier\f42456eb,de GER,DF,Brighton,31,1986,0.2,2,4,50,114,53,0,1,0,0,0,,2,3,66.7,0,0,0,0,0,0,0,0,Matches
215,Emerson Hyndman\3be1a627,us USA,MF,Bournemouth,21,1996,0.6,22,24,91.7,395,45,11,11,100,8,9,88.9,3,4,75,0,0,0,1,0,0,0,0,Matches
216,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Southampton,21,1995,18.6,939,1109,84.7,17193,3459,423,474,89.2,390,438,89,110,160,68.8,0,0.9,-0.9,13,69,10,4,74,Matches
217,Jordon Ibe\9f736ed2,eng ENG,MFFW,Bournemouth,21,1995,22.2,598,803,74.5,9692,2818,322,385,83.6,196,241,81.3,60,114,52.6,6,3.7,+2.3,36,41,27,6,70,Matches
218,Vicente Iborra\ad1ffcfd,es ESP,MF,Leicester City,29,1988,15.7,701,850,82.5,13527,3471,291,351,82.9,298,347,85.9,101,128,78.9,0,0.3,-0.3,6,65,6,1,67,Matches
219,Zlatan Ibrahimović\4cde5509,se SWE,MFFW,Manchester Utd,35,1981,1.2,56,78,71.8,917,212,32,42,76.2,19,27,70.4,5,7,71.4,0,0.1,-0.1,2,7,4,0,9,Matches
220,Kelechi Iheanacho\c92e1a31,ng NGA,MFFW,Leicester City,20,1996,9.2,198,251,78.9,3073,699,109,132,82.6,66,79,83.5,16,28,57.1,3,2.2,+0.8,11,15,13,0,25,Matches
221,Tom Ince\67d23ab0,eng ENG,MFFW,Huddersfield,25,1992,27.2,571,753,75.8,9507,1857,290,338,85.8,210,244,86.1,55,122,45.1,0,0.9,-0.9,14,34,12,4,32,Matches
222,Danny Ings\07802f7f,eng ENG,FWMF,Liverpool,25,1992,3,51,76,67.1,865,184,25,34,73.5,17,21,81,6,9,66.7,0,0.2,-0.2,3,3,2,0,5,Matches
223,Stephen Ireland\bcf30f17,ie IRL,MF,Stoke City,30,1986,1.5,55,67,82.1,852,194,33,34,97.1,17,21,81,4,8,50,0,0,0,1,5,0,0,6,Matches
224,Alex Iwobi\6ca5ec4b,ng NGA,FWMF,Arsenal,21,1996,20.3,1000,1161,86.1,16669,4571,505,549,92,382,445,85.8,86,114,75.4,5,3.6,+1.4,37,97,31,2,116,Matches
225,José Izquierdo\ca2bc3df,co COL,MF,Brighton,25,1992,22,428,545,78.5,5946,1737,250,302,82.8,144,180,80,13,31,41.9,3,2.2,+0.8,19,20,17,6,44,Matches
226,Phil Jagielka\3233eefd,eng ENG,DF,Everton,34,1982,22.9,750,973,77.1,18367,5400,182,204,89.2,359,412,87.1,200,339,59,0,0,0,2,57,5,0,47,Matches
227,Eldin Jakupović\1148323a,ch SUI,GK,Leicester City,32,1984,2,36,56,64.3,1620,1191,0,0,,15,15,100,21,41,51.2,0,0,0,0,1,0,0,0,Matches
228,Matty James\ebd0a048,eng ENG,MF,Leicester City,26,1991,11,372,451,82.5,6390,1377,168,195,86.2,153,177,86.4,36,56,64.3,0,0.1,-0.1,2,24,2,0,21,Matches
229,Daryl Janmaat\45da6694,nl NED,DF,Watford,28,1989,20.2,734,1023,71.7,13537,6019,350,387,90.4,283,396,71.5,94,218,43.1,0,1.2,-1.2,11,80,29,13,95,Matches
230,Vincent Janssen\31dce0c8,nl NED,DF,Tottenham,23,1994,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
231,Jesé\4a537185,es ESP,FWMF,Stoke City,24,1993,6.8,121,164,73.8,1957,454,70,84,83.3,34,47,72.3,13,23,56.5,1,1,0,8,6,7,0,13,Matches
232,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,20,1997,18.5,470,577,81.5,6517,903,302,351,86,130,160,81.3,20,27,74.1,3,2.2,+0.8,18,20,16,1,33,Matches
233,Glen Johnson\8cceca90,eng ENG,DF,Stoke City,32,1984,6.1,157,241,65.1,3422,1738,63,77,81.8,55,81,67.9,38,76,50,0,0.4,-0.4,3,15,9,2,16,Matches
234,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,25,1992,21.9,1008,1096,92,21646,5248,274,287,95.5,524,550,95.3,198,240,82.5,0,0,0,1,40,1,0,24,Matches
235,Joselu\6265208f,es ESP,FW,Newcastle Utd,27,1990,19,370,580,63.8,4907,1125,245,345,71,85,164,51.8,17,31,54.8,1,1.2,-0.2,17,29,7,0,32,Matches
236,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Huddersfield,27,1990,38,1219,1530,79.7,26026,9780,383,435,88,587,687,85.4,234,377,62.1,2,0.9,+1.1,7,93,3,0,113,Matches
237,Christian Kabasele\914ab9a1,be BEL,DF,Watford,26,1991,25.9,668,861,77.6,15033,6339,178,201,88.6,332,383,86.7,147,251,58.6,0,0.2,-0.2,3,49,6,1,56,Matches
238,Younès Kaboul\3680d723,fr FRA,DF,Watford,31,1986,1.7,52,72,72.2,1327,519,12,13,92.3,22,29,75.9,18,28,64.3,0,0,0,0,7,0,0,4,Matches
239,Elias Kachunga\5bddccc9,cd COD,FWMF,Huddersfield,25,1992,14.8,233,355,65.6,3050,570,160,200,80,59,97,60.8,6,18,33.3,1,0.9,+0.1,11,11,6,2,18,Matches
240,Sullay Kaikai\fc166e49,sl SLE,MF,Crystal Palace,21,1995,0.2,4,8,50,76,16,2,3,66.7,2,3,66.7,0,2,0,0,0,0,0,0,0,0,0,Matches
241,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,24,1993,34.2,488,690,70.7,9349,2243,226,294,76.9,163,220,74.1,77,126,61.1,2,2.8,-0.8,30,52,22,2,68,Matches
242,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,26,1991,33.3,1927,2161,89.2,35048,8381,805,878,91.7,882,944,93.4,198,260,76.2,1,2.4,-1.4,37,192,40,3,210,Matches
243,Loris Karius\32e7ce92,de GER,GK,Liverpool,24,1993,19,445,620,71.8,12678,8362,63,63,100,234,235,99.6,147,320,45.9,0,0,0,0,3,0,0,0,Matches
244,Orestis Karnezis\85b011bb,gr GRE,GK,Watford,32,1985,14.4,188,398,47.2,9028,7237,8,8,100,43,43,100,137,346,39.6,0,0,0,0,10,0,0,0,Matches
245,Beram Kayal\26679cdf,il ISR,MF,Brighton,29,1988,8.3,191,237,80.6,3418,848,84,95,88.4,74,90,82.2,27,43,62.8,0,0.6,-0.6,10,18,4,2,19,Matches
246,Michael Keane\c5b7c315,eng ENG,DF,Everton,24,1993,28.4,905,1133,79.9,21053,7475,226,264,85.6,477,542,88,196,302,64.9,1,0.3,+0.7,3,70,4,0,70,Matches
247,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,27,1990,13.3,279,376,74.2,5651,2238,97,107,90.7,135,158,85.4,42,101,41.6,0,0.1,-0.1,2,22,1,0,15,Matches
248,Kenedy\5eebbfdf,br BRA,MFDF,Newcastle Utd,21,1996,11.4,295,408,72.3,4778,1687,172,207,83.1,88,120,73.3,30,58,51.7,2,1.8,+0.2,14,16,13,6,25,Matches
249,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,20,1997,17.7,583,830,70.2,11187,5420,266,305,87.2,210,291,72.2,93,191,48.7,1,1,0,8,62,12,9,63,Matches
250,Andy King\d790907f,wls WAL,MF,Leicester City,28,1988,6,164,216,75.9,3046,753,70,86,81.4,66,79,83.5,24,44,54.5,0,0,0,1,18,1,0,12,Matches
251,Andy King\d790907f,wls WAL,MF,Swansea City,28,1988,7.9,303,364,83.2,5912,1340,126,139,90.6,126,146,86.3,48,73,65.8,1,0.2,+0.8,4,31,8,2,29,Matches
252,Joshua King\43458538,no NOR,MFFW,Bournemouth,25,1992,27.3,522,717,72.8,7927,2030,294,361,81.4,191,261,73.2,24,46,52.2,3,5,-2,40,38,33,5,68,Matches
253,Davy Klaassen\15fd5593,nl NED,MFFW,Everton,24,1993,2.8,84,106,79.2,1446,399,38,45,84.4,38,47,80.9,5,6,83.3,0,0.1,-0.1,2,7,2,0,11,Matches
254,Ragnar Klavan\008a6e6d,ee EST,DF,Liverpool,31,1985,16.1,1094,1195,91.5,23113,6760,303,324,93.5,624,656,95.1,161,201,80.1,0,0.1,-0.1,4,60,6,0,51,Matches
255,Anthony Knockaert\6c679c6d,fr FRA,MFFW,Brighton,25,1991,26.9,839,1085,77.3,14074,3489,451,524,86.1,276,343,80.5,87,163,53.4,1,2.4,-1.4,33,40,25,5,77,Matches
256,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,24,1993,23.9,1217,1508,80.7,19566,7043,614,710,86.5,488,584,83.6,78,138,56.5,4,3.4,+0.6,19,75,22,9,110,Matches
257,Vincent Kompany\d2bff301,be BEL,DF,Manchester City,31,1986,15.5,1313,1402,93.7,27588,8536,379,394,96.2,713,747,95.4,209,245,85.3,1,0.7,+0.3,4,88,2,0,59,Matches
258,Terence Kongolo\1f9a3a04,nl NED,DF,Huddersfield,23,1994,11.7,275,393,70,4905,2514,113,137,82.5,116,156,74.4,35,76,46.1,0,0.2,-0.2,3,29,4,2,34,Matches
259,Laurent Koscielny\f5efb153,fr FRA,DF,Arsenal,31,1985,24.7,1538,1711,89.9,34778,11328,421,456,92.3,763,820,93,346,416,83.2,0,0.5,-0.5,6,131,4,1,113,Matches
260,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,West Ham,27,1989,31.1,742,963,77.1,11075,2758,440,522,84.3,225,291,77.3,51,93,54.8,3,0.6,+2.4,14,48,2,2,54,Matches
261,Bojan Krkić\9fa0a0b8,es ESP,FW,Stoke City,26,1990,0.8,23,28,82.1,396,78,12,14,85.7,8,10,80,3,3,100,0,0,0,1,1,0,0,3,Matches
262,Grzegorz Krychowiak\580d52dd,pl POL,MF,West Brom,27,1990,18.2,644,821,78.4,12320,3241,264,307,86,269,322,83.5,97,156,62.2,2,2.1,-0.1,16,67,8,2,64,Matches
263,Rajiv van La Parra\1931bde9,nl NED,FWMF,Huddersfield,26,1991,23.7,509,714,71.3,7711,1826,286,342,83.6,172,239,72,30,70,42.9,0,0.9,-0.9,14,25,19,6,57,Matches
264,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,26,1991,24.5,548,714,76.8,7454,1364,346,416,83.2,142,192,74,23,43,53.5,4,4.1,-0.1,33,17,36,6,45,Matches
265,Freddie Ladapo\da2b8db3,eng ENG,FW,Crystal Palace,24,1993,0.2,6,10,60,57,7,3,6,50,2,2,100,0,1,0,0,0,0,0,0,0,0,0,Matches
266,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,29,1988,3.4,192,223,86.1,2605,801,123,134,91.8,56,62,90.3,4,11,36.4,0,0.4,-0.4,7,21,9,1,27,Matches
267,Érik Lamela\abe66106,ar ARG,FWMF,Tottenham,25,1992,9.4,374,470,79.6,6001,1155,193,228,84.6,137,162,84.6,32,54,59.3,2,1.6,+0.4,15,24,14,0,30,Matches
268,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,24,1993,22.7,1062,1283,82.8,16815,4589,593,655,90.5,350,401,87.3,88,176,50,6,3.9,+2.1,40,92,38,3,121,Matches
269,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,23,1994,9,766,827,92.6,14851,5249,313,331,94.6,340,358,95,102,120,85,0,0.1,-0.1,2,52,4,1,61,Matches
270,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,23,1993,32.5,892,1115,80,18501,6870,304,340,89.4,410,474,86.5,166,275,60.4,0,0.6,-0.6,6,59,4,0,74,Matches
271,Florian Lejeune\6eaed4eb,fr FRA,DF,Newcastle Utd,26,1991,23.4,827,1028,80.4,19355,7120,234,253,92.5,391,441,88.7,192,313,61.3,2,1.3,+0.7,7,63,2,0,52,Matches
272,Mario Lemina\2b471f99,ga GAB,MF,Southampton,23,1993,19.1,861,991,86.9,16270,3493,344,381,90.3,385,425,90.6,113,161,70.2,1,0.5,+0.5,8,75,5,1,64,Matches
