Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
409,Hal Robson-Kanu\fb2dec57,wls WAL,FWMF,West Brom,28,1989,9.2,130,202,64.4,2013,581,70,90,77.8,44,65,67.7,11,31,35.5,0,0.6,-0.6,8,10,3,1,23,Matches
410,Jay Rodriguez\4ab53cdb,eng ENG,FWMF,West Brom,28,1989,31.2,497,709,70.1,7562,1963,286,352,81.3,148,207,71.5,39,90,43.3,1,1.5,-0.5,16,43,14,2,52,Matches
411,Marcos Rojo\e0991c04,ar ARG,DF,Manchester Utd,27,1990,7.1,302,356,84.8,6444,2576,107,111,96.4,148,163,90.8,43,72,59.7,0,0,0,1,19,1,0,13,Matches
412,Sergio Romero\1e26e376,ar ARG,GK,Manchester Utd,30,1987,1,17,25,68,678,493,3,3,100,4,4,100,10,18,55.6,0,0,0,0,0,0,0,0,Matches
413,Oriol Romeu\4b511457,es ESP,MF,Southampton,25,1991,32.2,1555,1858,83.7,29857,8067,598,674,88.7,752,873,86.1,186,265,70.2,0,1.6,-1.6,21,151,12,0,172,Matches
414,Salomón Rondón\b318a643,ve VEN,FW,West Brom,27,1989,30.7,564,829,68,8179,1541,345,453,76.2,157,231,68,36,68,52.9,3,1.8,+1.2,21,43,18,3,52,Matches
415,Wayne Rooney\f07be45a,eng ENG,MFFW,Everton,31,1985,25.2,919,1218,75.5,19664,4824,344,408,84.3,370,437,84.7,186,321,57.9,2,2.1,-0.1,32,130,26,6,100,Matches
416,Danny Rose\89d10e53,eng ENG,DF,Tottenham,27,1990,8.9,395,533,74.1,7365,3138,175,207,84.5,169,213,79.3,44,87,50.6,1,0.8,+0.2,11,26,17,6,54,Matches
417,Liam Rosenior\8b0d6fe9,eng ENG,DF,Brighton,33,1984,1.8,65,91,71.4,1252,781,32,39,82.1,20,31,64.5,13,17,76.5,0,0,0,0,5,0,0,8,Matches
418,Wayne Routledge\1d387eee,eng ENG,MFFW,Swansea City,32,1985,4.8,113,176,64.2,1892,574,51,71,71.8,49,64,76.6,8,23,34.8,0,0.6,-0.6,5,8,6,3,15,Matches
419,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,24,1993,26,1536,1718,89.4,32574,9542,478,503,95,797,850,93.8,246,335,73.4,1,0.5,+0.5,2,112,3,0,81,Matches
420,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,25,1992,38,631,1173,53.8,29002,21663,22,24,91.7,163,163,100,446,986,45.2,0,0,0,0,26,1,0,0,Matches
421,Abdelhamid Sabiri\4830e0af,de GER,MF,Huddersfield,20,1996,2.4,68,96,70.8,1045,205,30,37,81.1,28,41,68.3,5,9,55.6,1,0.3,+0.7,3,11,1,1,5,Matches
422,Henri Saivet\f3709655,sn SEN,MF,Newcastle Utd,26,1990,0.9,18,30,60,286,78,7,13,53.8,4,6,66.7,3,7,42.9,0,0,0,0,2,0,0,0,Matches
423,Diafra Sakho\57c433c8,sn SEN,FWMF,West Ham,27,1989,3.4,49,71,69,751,102,32,39,82.1,10,16,62.5,5,8,62.5,0,0,0,1,5,2,1,3,Matches
424,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,27,1990,17.8,628,736,85.3,12165,4841,227,245,92.7,321,356,90.2,75,120,62.5,2,1.2,+0.8,2,22,0,0,37,Matches
425,Bakary Sako\381d7d54,ml MLI,FWMF,Crystal Palace,29,1988,5.3,97,159,61,1691,431,58,78,74.4,21,37,56.8,12,29,41.4,0,0.8,-0.8,7,5,5,3,7,Matches
426,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,25,1992,32.3,770,1038,74.2,12133,3648,422,521,81,255,328,77.7,62,120,51.7,10,9,+1.0,64,44,47,6,108,Matches
427,Renato Sanches\032f894e,pt POR,MF,Swansea City,19,1997,7.8,336,432,77.8,5853,1383,164,187,87.7,119,152,78.3,41,76,53.9,0,0.3,-0.3,6,25,3,0,31,Matches
428,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Arsenal,28,1988,16.7,659,934,70.6,12453,3847,301,377,79.8,243,333,73,100,176,56.8,3,6.2,-3.2,48,71,79,11,146,Matches
429,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Manchester Utd,28,1988,11.6,457,626,73,7566,2358,245,294,83.3,143,195,73.3,50,94,53.2,3,2.5,+0.5,26,49,32,4,76,Matches
430,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,21,1996,28.2,1689,1875,90.1,37340,11804,455,492,92.5,893,953,93.7,329,413,79.7,0,0.1,-0.1,4,68,2,0,77,Matches
431,Leroy Sané\2b114be3,de GER,FW,Manchester City,21,1996,26.9,948,1190,79.7,14019,2956,552,641,86.1,322,389,82.8,47,101,46.5,15,8,+7.0,56,24,39,9,66,Matches
432,Ezequiel Schelotto\a6e316c1,it ITA,DF,Brighton,28,1989,14.6,449,600,74.8,8132,3473,194,220,88.2,192,258,74.4,54,94,57.4,0,0.8,-0.8,4,34,7,4,28,Matches
433,Christopher Schindler\8ae9869d,de GER,DF,Huddersfield,27,1990,36.3,1149,1371,83.8,25175,7487,325,364,89.3,566,645,87.8,247,342,72.2,1,1.8,-0.8,6,53,1,0,50,Matches
434,Jeffrey Schlupp\3312f911,gh GHA,DFMF,Crystal Palace,24,1992,19.4,613,817,75,10069,3805,321,369,87,236,306,77.1,45,100,45,1,1.2,-0.2,13,59,10,4,55,Matches
435,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,30,1986,32.9,609,1136,53.6,26909,19000,29,30,96.7,183,189,96.8,397,917,43.3,0,0.1,-0.1,2,19,0,0,3,Matches
436,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,27,1989,23.7,944,1129,83.6,17608,5030,400,451,88.7,391,449,87.1,124,189,65.6,0,0.3,-0.3,9,99,2,1,74,Matches
437,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Stoke City,25,1991,33.8,909,1284,70.8,18309,6189,388,446,87,330,418,78.9,178,376,47.3,7,7,0,74,95,55,12,136,Matches
438,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,22,1995,8.8,477,586,81.4,7325,2647,248,277,89.5,191,227,84.1,20,51,39.2,0,0.3,-0.3,8,28,11,3,41,Matches
439,Ryan Shawcross\285a3d44,eng ENG,DF,Stoke City,29,1987,26.3,443,599,74,10169,4264,116,146,79.5,229,284,80.6,95,161,59,1,0.1,+0.9,1,42,0,0,45,Matches
440,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,25,1992,25.2,1038,1450,71.6,25012,9343,316,363,87.1,423,510,82.9,286,549,52.1,3,2.2,+0.8,36,147,33,6,144,Matches
441,Gylfi Sigurðsson\76dd1480,is ISL,MFFW,Everton,27,1989,25.1,565,861,65.6,9227,3052,300,352,85.2,189,243,77.8,54,201,26.9,3,4.6,-1.6,41,47,13,3,62,Matches
442,Adrien Silva\d6f88a1d,pt POR,MF,Leicester City,28,1989,8.5,358,434,82.5,6369,1838,157,187,84,149,166,89.8,40,61,65.6,1,0.9,+0.1,7,42,5,0,35,Matches
443,Bernardo Silva\3eb22ec9,pt POR,FWMF,Manchester City,22,1994,17,842,999,84.3,13661,2414,448,483,92.8,315,373,84.5,65,101,64.4,4,2.2,+1.8,30,34,30,4,61,Matches
444,David Silva\e2716bd0,es ESP,MF,Manchester City,31,1986,27,2175,2491,87.3,35621,7795,1128,1229,91.8,867,963,90,149,226,65.9,11,7.7,+3.3,59,198,86,5,215,Matches
445,Danny Simpson\3201b03d,eng ENG,DF,Leicester City,30,1987,25.6,905,1179,76.8,16229,6513,406,462,87.9,376,462,81.4,103,209,49.3,0,0.2,-0.2,6,57,9,7,51,Matches
446,Jack Simpson\76fa5f80,eng ENG,DF,Bournemouth,20,1996,0.8,6,7,85.7,92,20,3,3,100,1,1,100,1,2,50,0,0,0,0,0,0,0,0,Matches
447,Josh Sims\6d6f09dc,eng ENG,FWMF,Southampton,20,1997,1.8,54,68,79.4,779,219,35,42,83.3,13,16,81.3,4,6,66.7,0,0.1,-0.1,1,4,1,1,6,Matches
448,Jerome Sinclair\1695c659,eng ENG,FWMF,Watford,20,1996,0.3,7,9,77.8,97,41,6,7,85.7,1,2,50,0,0,,0,0.1,-0.1,1,0,1,0,2,Matches
449,Moussa Sissoko\2acd49b9,fr FRA,MFFW,Tottenham,27,1989,15.4,749,895,83.7,11898,2893,393,426,92.3,272,332,81.9,57,78,73.1,1,2.7,-1.7,26,61,21,6,72,Matches
450,Islam Slimani\ffec9769,dz ALG,FWMF,Leicester City,29,1988,2.8,79,119,66.4,952,183,49,68,72.1,22,30,73.3,0,3,0,1,0.1,+0.9,2,1,5,0,7,Matches
451,Islam Slimani\ffec9769,dz ALG,FW,Newcastle Utd,29,1988,1.5,31,52,59.6,457,146,21,28,75,9,16,56.3,1,3,33.3,0,0.5,-0.5,4,1,1,0,3,Matches
452,Chris Smalling\b6964eb6,eng ENG,DF,Manchester Utd,27,1989,28.2,1026,1134,90.5,21702,4922,293,316,92.7,542,576,94.1,178,214,83.2,0,0.4,-0.4,3,18,1,0,25,Matches
453,Adam Smith\20b104bc,eng ENG,DFMF,Bournemouth,26,1991,23,894,1115,80.2,14401,4525,479,525,91.2,332,414,80.2,63,127,49.6,3,1.3,+1.7,19,55,17,7,66,Matches
454,Tommy Smith\e9208654,eng ENG,DF,Huddersfield,25,1992,21.2,782,1120,69.8,14195,5944,374,426,87.8,294,410,71.7,104,245,42.4,1,1.5,-0.5,14,46,21,11,55,Matches
455,Cédric Soares\839c14e1,pt POR,DF,Southampton,25,1991,31,1277,1738,73.5,22590,9375,656,729,90,471,595,79.2,138,355,38.9,3,3.4,-0.4,22,102,38,23,133,Matches
456,Ramadan Sobhi\98be0d02,eg EGY,FWMF,Stoke City,20,1997,13.8,345,452,76.3,5074,1625,196,236,83.1,116,154,75.3,17,27,63,0,1.2,-1.2,14,18,14,3,41,Matches
457,Dominic Solanke\e77dc3b2,eng ENG,FW,Liverpool,19,1997,6.6,150,195,76.9,1871,382,94,110,85.5,42,55,76.4,3,5,60,1,2.1,-1.1,12,6,8,0,14,Matches
458,Pape Souaré\46b5375e,sn SEN,DF,Crystal Palace,27,1990,0.1,8,9,88.9,115,18,5,5,100,3,4,75,0,0,,0,0,0,0,1,0,0,0,Matches
459,Julián Speroni\8e65a5e5,ar ARG,GK,Crystal Palace,38,1979,11,148,312,47.4,6748,5579,13,13,100,32,34,94.1,103,265,38.9,0,0,0,0,10,0,0,0,Matches
460,Kostas Stafylidis\861e0116,gr GRE,DFMF,Stoke City,23,1993,3.7,95,142,66.9,1769,719,38,50,76,45,65,69.2,11,23,47.8,0,0,0,1,3,1,0,4,Matches
461,Junior Stanislas\6992791d,eng ENG,MFFW,Bournemouth,27,1989,14.3,403,570,70.7,6761,2304,199,241,82.6,159,204,77.9,35,80,43.8,2,2.3,-0.3,24,31,21,2,56,Matches
462,Dale Stephens\653ee42d,eng ENG,MF,Brighton,28,1989,36,1468,1732,84.8,32395,8486,426,489,87.1,714,799,89.4,307,404,76,3,1.5,+1.5,16,146,15,0,170,Matches
463,Jack Stephens\6adbc307,eng ENG,DF,Southampton,23,1994,22,730,932,78.3,14793,5965,277,301,92,325,385,84.4,120,220,54.5,0,0.2,-0.2,4,41,2,2,40,Matches
464,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,22,1994,28.7,1003,1201,83.5,13559,2844,649,724,89.6,294,354,83.1,26,47,55.3,11,7.5,+3.5,52,39,52,5,81,Matches
465,John Stones\5eecec3d,eng ENG,DF,Manchester City,23,1994,14.5,1194,1237,96.5,25301,8072,377,388,97.2,582,593,98.1,225,245,91.8,0,0,0,0,48,1,0,47,Matches
466,Daniel Sturridge\1b7ec703,eng ENG,FW,Liverpool,27,1989,4.8,96,121,79.3,1501,358,53,62,85.5,33,41,80.5,7,10,70,1,0.9,+0.1,11,9,7,0,16,Matches
467,Daniel Sturridge\1b7ec703,eng ENG,FWMF,West Brom,27,1989,1.3,25,35,71.4,500,162,12,17,70.6,7,7,100,6,10,60,0,0.1,-0.1,2,2,3,0,6,Matches
468,Ki Sung-yueng\1d8c99b0,kr KOR,MF,Swansea City,28,1989,20.8,767,911,84.2,15609,3213,288,313,92,324,353,91.8,140,215,65.1,2,1.5,+0.5,19,55,12,0,51,Matches
469,Andrew Surman\7d41b619,eng ENG,MF,Bournemouth,30,1986,20.6,997,1181,84.4,19608,5235,355,403,88.1,473,524,90.3,147,218,67.4,5,1.8,+3.2,19,97,19,3,111,Matches
470,Markus Suttner\7391c2d9,at AUT,DF,Brighton,30,1987,13.1,439,612,71.7,8904,3969,169,189,89.4,193,245,78.8,74,165,44.8,0,0.2,-0.2,6,34,9,4,57,Matches
471,Lasse Sørensen\ce9c203e,dk DEN,MF,Stoke City,17,1999,0.8,42,56,75,947,354,12,17,70.6,21,25,84,9,13,69.2,0,0.2,-0.2,2,6,0,0,2,Matches
472,Alexander Sørloth\e92cd3f7,no NOR,FW,Crystal Palace,21,1995,4,63,109,57.8,911,222,37,54,68.5,22,34,64.7,2,8,25,0,0.6,-0.6,6,1,1,0,6,Matches
473,Dušan Tadić\2475dcc6,rs SRB,MFFW,Southampton,28,1988,31,859,1232,69.7,14258,4006,434,526,82.5,302,416,72.6,84,188,44.7,3,6.5,-3.5,56,73,51,16,105,Matches
474,Matt Targett\e514ab62,eng ENG,DF,Southampton,21,1995,1.8,77,106,72.6,1541,737,37,39,94.9,27,36,75,13,29,44.8,0,0.3,-0.3,2,2,0,0,4,Matches
475,James Tarkowski\15ea812b,eng ENG,DF,Burnley,24,1992,31,781,1038,75.2,19148,7387,207,244,84.8,372,425,87.5,197,357,55.2,0,0.5,-0.5,8,72,6,1,64,Matches
476,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,23,1993,10.6,311,456,68.2,5874,2455,128,154,83.1,142,172,82.6,36,108,33.3,0,0.3,-0.3,6,14,9,6,24,Matches
477,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,28,1989,26.5,731,876,83.4,16859,5687,193,209,92.3,351,399,88,179,254,70.5,0,0.2,-0.2,1,35,2,1,36,Matches
478,Cenk Tosun\9a104dee,tr TUR,FW,Everton,26,1991,11,194,274,70.8,2783,496,114,150,76,52,75,69.3,13,24,54.2,0,1.5,-1.5,14,5,9,1,11,Matches
479,Yaya Touré\c204f844,ci CIV,MF,Manchester City,34,1983,2.6,394,413,95.4,6375,1713,223,229,97.4,139,145,95.9,28,35,80,2,1.3,+0.7,7,46,7,0,37,Matches
480,Andros Townsend\b28bbd58,eng ENG,FWMF,Crystal Palace,26,1991,34.7,858,1210,70.9,14563,4501,429,492,87.2,307,414,74.2,89,208,42.8,7,6.8,+0.2,60,58,53,12,92,Matches
481,Kieran Trippier\21512407,eng ENG,DF,Tottenham,26,1990,21.3,1249,1609,77.6,23952,8200,522,578,90.3,552,678,81.4,168,322,52.2,5,3.5,+1.5,41,80,45,13,122,Matches
482,Axel Tuanzebe\2baec6ce,eng ENG,FW,Manchester Utd,19,1997,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
483,Josh Tymon\efe6f6ac,eng ENG,DF,Stoke City,18,1999,1.8,78,94,83,1303,380,46,49,93.9,23,27,85.2,8,13,61.5,0,0,0,0,6,0,0,5,Matches
484,Leonardo Ulloa\eed56f6c,ar ARG,FW,Leicester City,31,1986,0.2,14,15,93.3,185,22,8,8,100,3,4,75,1,1,100,0,0,0,0,0,0,0,0,Matches
485,Leonardo Ulloa\eed56f6c,ar ARG,FW,Brighton,31,1986,3,83,123,67.5,1021,247,57,82,69.5,20,24,83.3,2,3,66.7,0,0.3,-0.3,6,9,2,0,10,Matches
486,Antonio Valencia\08aa17d0,ec ECU,DF,Manchester Utd,31,1985,30.4,1619,1945,83.2,25921,10171,926,997,92.9,542,629,86.2,123,257,47.9,1,1.7,-0.7,23,98,28,11,100,Matches
487,Jamie Vardy\45963054,eng ENG,FW,Leicester City,30,1987,36.1,309,508,60.8,5571,804,141,213,66.2,122,193,63.2,37,64,57.8,1,3,-2,28,15,18,5,27,Matches
488,Jan Vertonghen\ba23a904,be BEL,DF,Tottenham,30,1987,35.6,2187,2490,87.8,46846,14649,627,673,93.2,1159,1257,92.2,382,525,72.8,0,0.9,-0.9,11,193,9,1,193,Matches
489,Nikola Vlašić\aa8e289e,hr CRO,FWMF,Everton,19,1997,6.4,159,214,74.3,2247,560,93,116,80.2,50,64,78.1,7,12,58.3,0,0.8,-0.8,11,6,7,1,15,Matches
490,Sam Vokes\1d6ac165,wls WAL,FWMF,Burnley,27,1989,11.1,148,265,55.8,2023,512,96,148,64.9,38,85,44.7,6,13,46.2,1,0.6,+0.4,6,17,1,0,19,Matches
491,Michel Vorm\1bebde9d,nl NED,GK,Tottenham,33,1983,1,25,28,89.3,704,267,2,2,100,15,15,100,8,11,72.7,0,0,0,0,0,0,0,0,Matches
492,Molla Wagué\a440d8ca,ml MLI,DF,Watford,26,1991,4.9,107,142,75.4,2544,991,26,34,76.5,47,55,85.5,32,51,62.7,0,0,0,0,6,1,1,8,Matches
493,Theo Walcott\1ecb65be,eng ENG,FWMF,Arsenal,28,1989,0.8,13,20,65,180,28,10,14,71.4,3,6,50,0,0,,0,0,0,0,1,0,0,1,Matches
494,Theo Walcott\1ecb65be,eng ENG,FW,Everton,28,1989,12.8,241,342,70.5,3709,1157,130,155,83.9,82,122,67.2,15,38,39.5,3,1.7,+1.3,14,11,18,11,27,Matches
495,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,27,1990,30.9,2304,2643,87.2,41721,11553,1040,1124,92.5,1015,1123,90.4,232,343,67.6,6,4.8,+1.2,28,210,33,10,176,Matches
496,Kyle Walker-Peters\984a5a64,eng ENG,DF,Tottenham,20,1997,2.1,100,128,78.1,1634,562,58,62,93.5,31,46,67.4,10,15,66.7,2,1.5,+0.5,3,5,4,1,7,Matches
497,Jonathan Walters\0356cf4f,ie IRL,MFFW,Burnley,33,1983,0.4,5,10,50,82,4,3,5,60,2,5,40,0,0,,0,0,0,0,0,0,0,0,Matches
498,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Crystal Palace,19,1997,7,201,286,70.3,3112,1747,109,129,84.5,77,105,73.3,10,35,28.6,0,0.4,-0.4,3,18,4,3,22,Matches
499,Victor Wanyama\e0900238,ke KEN,MF,Tottenham,26,1991,9.4,539,621,86.8,10329,2412,218,243,89.7,240,261,92,76,103,73.8,0,0.1,-0.1,4,58,1,0,46,Matches
500,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,27,1989,17.9,685,929,73.7,11971,5048,345,380,90.8,236,300,78.7,85,196,43.4,1,1.3,-0.3,9,50,18,9,65,Matches
501,Stephen Ward\3831b9fe,ie IRL,DF,Burnley,31,1985,27.3,869,1270,68.4,17143,7591,353,410,86.1,383,517,74.1,126,303,41.6,1,1.8,-0.8,16,75,23,14,103,Matches
502,James Ward-Prowse\3515d404,eng ENG,FWMF,Southampton,22,1994,19.1,622,893,69.7,11360,3303,283,333,85,252,321,78.5,77,206,37.4,3,3.4,-0.4,37,41,12,4,49,Matches
503,Ben Watson\df540668,eng ENG,MF,Watford,32,1985,5.1,205,253,81,3822,1356,100,111,90.1,75,87,86.2,28,46,60.9,0,0.2,-0.2,3,16,1,0,15,Matches
504,Danny Welbeck\ce5143da,eng ENG,FWMF,Arsenal,26,1990,13.3,312,387,80.6,4333,596,203,238,85.3,88,108,81.5,10,18,55.6,2,1.4,+0.6,12,9,9,0,15,Matches
505,Nahki Wells\b070482d,bm BER,FWMF,Burnley,27,1990,0.6,15,17,88.2,201,14,9,9,100,4,6,66.7,1,1,100,0,0,0,0,0,0,0,1,Matches
506,Ashley Westwood\495945ef,eng ENG,MF,Burnley,27,1990,12.3,493,608,81.1,10839,2841,151,175,86.3,227,257,88.3,108,164,65.9,1,0.6,+0.4,8,46,10,2,47,Matches
507,Dean Whitehead\a32204c9,eng ENG,MF,Huddersfield,35,1982,0.8,44,50,88,961,184,13,14,92.9,23,26,88.5,8,10,80,0,0,0,0,1,0,0,0,Matches
508,Georginio Wijnaldum\eb58eef0,nl NED,MF,Liverpool,26,1990,26.5,1145,1267,90.4,20462,3605,498,538,92.6,508,554,91.7,112,135,83,2,1.5,+0.5,23,85,15,1,74,Matches
509,Ashley Williams\a498e276,wls WAL,DF,Everton,32,1984,20.4,590,718,82.2,13961,3861,123,137,89.8,306,340,90,153,221,69.2,0,0,0,0,31,2,0,27,Matches
510,Danny Williams\ec9a28ce,us USA,MF,Huddersfield,28,1989,12.5,332,428,77.6,6233,1076,134,152,88.2,148,180,82.2,42,82,51.2,0,0.5,-0.5,4,27,4,1,23,Matches
511,Willian\8b9ebd03,br BRA,FWMF,Chelsea,28,1988,21,772,1036,74.5,14061,3258,359,432,83.1,299,363,82.4,98,179,54.7,7,6,+1.0,65,62,47,7,91,Matches
512,Joe Willock\a3b03921,eng ENG,MFFW,Arsenal,17,1999,0.9,29,33,87.9,466,79,12,14,85.7,13,13,100,2,4,50,0,0,0,0,4,0,0,2,Matches
513,Jack Wilshere\9c318325,eng ENG,MF,Arsenal,25,1992,13.3,703,812,86.6,11780,2857,342,375,91.2,281,308,91.2,59,99,59.6,3,2.6,+0.4,16,64,18,0,76,Matches
514,Callum Wilson\c596fcb0,eng ENG,FW,Bournemouth,25,1992,22,304,430,70.7,4005,839,210,265,79.2,73,99,73.7,10,17,58.8,2,2,0,21,16,14,1,24,Matches
515,Kevin Wimmer\faf55ce4,at AUT,DF,Stoke City,24,1992,14.7,455,577,78.9,9885,4377,169,189,89.4,192,235,81.7,90,147,61.2,0,0.1,-0.1,2,49,1,0,36,Matches
516,Harry Winks\2f7acede,eng ENG,MF,Tottenham,21,1996,8.6,580,649,89.4,10695,2127,241,262,92,268,294,91.2,64,80,80,1,0.7,+0.3,9,64,7,1,41,Matches
517,Chris Wood\4e9a0555,nz NZL,FW,Burnley,25,1991,18,254,410,62,3546,441,173,238,72.7,62,118,52.5,10,25,40,1,1,0,11,7,2,1,10,Matches
518,Ben Woodburn\8aadeaef,wls WAL,MF,Liverpool,17,1999,0.1,7,8,87.5,111,10,4,4,100,2,2,100,1,1,100,0,0,0,0,2,0,0,0,Matches
519,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,24,1992,36.2,2727,3187,85.6,56013,14567,977,1068,91.5,1233,1371,89.9,464,656,70.7,7,4,+3.0,40,350,49,1,323,Matches
520,Claudio Yacob\bda6ffd4,ar ARG,MF,West Brom,30,1987,10,320,382,83.8,6158,1488,117,129,90.7,164,185,88.6,37,62,59.7,0,0,0,1,28,0,0,25,Matches
521,DeAndre Yedlin\ae0a7ddf,us USA,DF,Newcastle Utd,24,1993,31.6,1035,1371,75.5,16790,7281,549,604,90.9,376,508,74,76,198,38.4,2,1.9,+0.1,20,51,31,19,77,Matches
522,Maya Yoshida\caffaf5a,jp JPN,DF,Southampton,28,1988,22.8,891,1040,85.7,19369,6329,268,295,90.8,452,484,93.4,167,250,66.8,0,0.3,-0.3,6,43,0,0,43,Matches
523,Ashley Young\be927d03,eng ENG,DF,Manchester Utd,32,1985,27.1,1298,1690,76.8,23482,9368,643,703,91.5,455,576,79,171,342,50,4,3.8,+0.2,27,97,36,25,114,Matches
524,Pablo Zabaleta\6813ac34,ar ARG,DF,West Ham,32,1985,36.5,1167,1604,72.8,20575,9627,531,610,87,482,640,75.3,124,273,45.4,1,1.3,-0.3,17,102,25,11,132,Matches
525,Wilfried Zaha\b2bc3b1f,ci CIV,FWMF,Crystal Palace,24,1992,28.3,488,704,69.3,7674,2282,258,322,80.1,177,234,75.6,32,70,45.7,3,5.2,-2.2,48,37,50,11,87,Matches
526,Davide Zappacosta\7fe90ccd,it ITA,DF,Chelsea,25,1992,12.2,527,659,80,8376,2321,291,315,92.4,176,223,78.9,44,72,61.1,1,1.4,-0.4,15,14,17,14,23,Matches
527,Marvin Zeegelaar\8abd0c03,nl NED,DF,Watford,26,1990,11,430,573,75,7199,3325,230,262,87.8,157,219,71.7,35,64,54.7,1,0.8,+0.2,5,37,8,5,43,Matches
528,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,20,1996,5.9,661,720,91.8,10381,2762,360,374,96.3,257,276,93.1,39,54,72.2,0,0.3,-0.3,8,60,6,0,52,Matches
529,Kurt Zouma\ce4246f5,fr FRA,DF,Stoke City,22,1994,32.1,871,1125,77.4,18528,7927,284,318,89.3,428,527,81.2,150,255,58.8,0,0.4,-0.4,5,71,2,0,66,Matches
